"BehaviorSpace results (NetLogo 5.3.1)"
"Amsterdam_v6.3.nlogo"
"red fixed buses with green/yellow flex buses 2"
"03/31/2018 23:04:24:320 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","40","0","30"
"[run number]","green_bus_ratio","red_bus_ratio","fixed_bus_size","yellow_bus_ratio","[step]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
"3","2","10","150","3","86","46.51851851851852","67.3108108108108","80.25531914893617","100741","423","11","1","7","3"
"2","2","10","150","2.5","80","47.464285714285715","63.41891891891892","74.1304347826087","100683","405","11","1","7","3"
"1","2","10","150","2","76","48.10344827586207","60.810810810810814","70","92613","338","11","1","7","3"
"3","2","10","150","3","87","49.241379310344826","67.94594594594595","81","100750","423","11","1","7","3"
"2","2","10","150","2.5","81","48.06896551724138","64.04054054054055","75.33333333333333","100692","419","11","1","7","3"
"3","2","10","150","3","88","49.241379310344826","68.55405405405405","82","100759","423","11","1","7","3"
"1","2","10","150","2","77","48.10344827586207","61.41891891891892","71","92621.5","338","11","1","7","3"
"2","2","10","150","2.5","82","48.06896551724138","64.64864864864865","76.33333333333333","100701","419","11","1","7","3"
"3","2","10","150","3","89","49.241379310344826","69.16216216216216","83","100768","423","11","1","7","3"
"1","2","10","150","2","78","48.10344827586207","62.027027027027025","72","92630","338","11","1","7","3"
"2","2","10","150","2.5","83","48.06896551724138","65.25675675675676","77.33333333333333","100710","426","11","1","7","3"
"3","2","10","150","3","90","54.77142857142857","69.77027027027027","84.23076923076923","100777","448","11","1","7","3"
"1","2","10","150","2","79","48.10344827586207","62.63513513513514","73","92638.5","338","11","1","7","3"
"2","2","10","150","2.5","84","48.06896551724138","65.86486486486487","78.33333333333333","100719","427","11","1","7","3"
"3","2","10","150","3","91","54.77142857142857","70.29729729729729","85.23076923076923","100786","448","11","1","7","3"
"1","2","10","150","2","80","48.10344827586207","63.24324324324324","74","92647","347","11","1","7","3"
"2","2","10","150","2.5","85","48.06896551724138","66.47297297297297","79.33333333333333","100728","427","11","1","7","3"
"3","2","10","150","3","92","54.94444444444444","70.82432432432432","86.86842105263158","100795","448","11","1","7","3"
"1","2","10","150","2","81","49.166666666666664","63.851351351351354","74.86363636363636","92655.5","353","11","1","7","3"
"2","2","10","150","2.5","86","48.06896551724138","67.08108108108108","80.33333333333333","100737","427","11","1","7","3"
"3","2","10","150","3","93","54.94444444444444","71.33783783783784","87.86842105263158","100804","453","11","1","7","3"
"1","2","10","150","2","82","49.166666666666664","64.44594594594595","75.86363636363636","92664","353","11","1","7","3"
"2","2","10","150","2.5","87","51.625","67.6891891891892","80.92857142857143","100746","427","11","1","7","3"
"3","2","10","150","3","94","54.94444444444444","71.85135135135135","88.86842105263158","100813","454","11","1","7","3"
"1","2","10","150","2","83","49.166666666666664","65.04054054054055","76.86363636363636","92672.5","356","11","1","7","3"
"2","2","10","150","2.5","88","51.625","68.25675675675676","81.92857142857143","100755","427","11","1","7","3"
"3","2","10","150","3","95","54.94444444444444","72.36486486486487","89.86842105263158","100822","454","11","1","7","3"
"2","2","10","150","2.5","89","51.625","68.82432432432432","82.92857142857143","100764","427","11","1","7","3"
"1","2","10","150","2","84","49.166666666666664","65.63513513513513","77.86363636363636","92681","358","11","1","7","3"
"3","2","10","150","3","96","54.94444444444444","72.87837837837837","90.86842105263158","100831","454","11","1","7","3"
"2","2","10","150","2.5","90","56.3421052631579","69.39189189189189","84.16666666666667","100773","442","11","1","7","3"
"1","2","10","150","2","85","49.166666666666664","66.22972972972973","78.86363636363636","92689.5","358","11","1","7","3"
"3","2","10","150","3","97","54.94444444444444","73.39189189189189","91.86842105263158","100840","454","11","1","7","3"
"2","2","10","150","2.5","91","56.3421052631579","69.87837837837837","85.16666666666667","100782","452","11","1","7","3"
"1","2","10","150","2","86","49.166666666666664","66.82432432432432","79.86363636363636","92698","358","11","1","7","3"
"3","2","10","150","3","98","54.94444444444444","73.9054054054054","92.86842105263158","100849","454","11","1","7","3"
"3","2","10","150","3","99","54.94444444444444","74.41891891891892","93.86842105263158","100858","454","11","1","7","3"
"1","2","10","150","2","87","52.515151515151516","67.41891891891892","80.41463414634147","92706.5","358","11","1","7","3"
"2","2","10","150","2.5","92","56.46153846153846","70.36486486486487","86.85714285714286","100791","452","11","1","7","3"
"3","2","10","150","3","100","54.94444444444444","74.93243243243244","94.86842105263158","100867","464","11","1","7","3"
"1","2","10","150","2","88","52.515151515151516","67.97297297297297","81.41463414634147","92715","358","11","1","7","3"
"2","2","10","150","2.5","93","56.46153846153846","70.83783783783784","87.85714285714286","100800","459","11","1","7","3"
"3","2","10","150","3","101","54.94444444444444","75.44594594594595","95.86842105263158","100876","464","11","1","7","3"
"2","2","10","150","2.5","94","56.46153846153846","71.3108108108108","88.85714285714286","100809","459","11","1","7","3"
