"BehaviorSpace results (NetLogo 5.3.1)"
"Amsterdam_v6.3.nlogo"
"green flexbuses at 1.0 with varying fixed bus sizes"
"03/30/2018 18:24:47:647 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","40","0","30"
"[run number]","1","1","1","1","1","1","2","2","2","2","2","2","3","3","3","3","3","3"
"green_bus_ratio","1",,,,,,"1",,,,,,"1",,,,,
"red_bus_ratio","10",,,,,,"10",,,,,,"10",,,,,
"fixed_bus_size","12",,,,,,"60",,,,,,"150",,,,,
"yellow_bus_ratio","10",,,,,,"10",,,,,,"10",,,,,
"[reporter]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses"
"[final]","94.56924425650413","136.12764166822518","360.7738542449286","6376970","5218659","1027","82.95342081538615","112.87853001683187","354.0506329113924","11927089","3713814","1063","78.36315269438322","116.97463530951936","399.1043872919818","10019803","1507431","543"
"[min]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[max]","101.52112676056338","136.12764166822518","405","6376970","5218659","1027","101.52112676056338","113.78378378378379","405","11927089","3713814","1063","102.70422535211267","116.97463530951936","405","10019803","1507431","543"
"[mean]","76.92272312356526","86.0523973168979","160.4668278782202","2464163.8237335184","1316204.476058293","397.39347675225537","70.02033275741131","78.23916366576206","157.2127387222759","3488244.1495489245","708580.8098542679","323.60791117279666","69.75484094108039","78.97643239968822","163.6971749524886","3468114.9507286604","343156.1734906315","201.62179042331715"
"[steps]","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440","1440"

"[all run data]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","1","6000","0","1","0","0","1","6000","0","1","0","0","1","6000","0","1"
,"0","1","2","12001","1","2","0","1","2","12001","1","2","0","1","2","12001","1","2"
,"0","2","3","24003","7","4","0","2","3","24003","7","4","0","2","3","24003","7","4"
,"0","3","4","48007","34","8","0","3","4","48007","34","8","0","3","4","48007","34","8"
,"0","4","5","80014","73","10","0","4","5","80014","73","10","0","4","5","80014","73","10"
,"0","5","6","80021","90","10","0","5","6","80021","90","10","0","5","6","80021","90","10"
,"0","6","7","80028","90","10","0","6","7","80028","90","10","0","6","7","80028","90","10"
