"BehaviorSpace results (NetLogo 5.3.1)"
"Amsterdam_v6.3.nlogo"
"red fixed buses with green/yellow flex buses 0.5"
"04/01/2018 09:52:43:337 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","40","0","30"
"[run number]","green_bus_ratio","red_bus_ratio","fixed_bus_size","yellow_bus_ratio","[step]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
"3","0.5","10","150","2","453","60.3741935483871","13.34375","9.408259986459038","348303.5","4182","42","14","10","18"
"2","0.5","10","150","1.5","431","78.1375","31.758490566037736","12.702702702702704","239535.5","2327","30","5","7","18"
"1","0.5","10","150","1","434","61.90625","31.62264150943396","15.420118343195266","163782","1226","21","11","7","3"
"2","0.5","10","150","1.5","432","77.30864197530865","32.4566037735849","13.71195652173913","245549.5","2388","31","5","7","18"
"1","0.5","10","150","1","435","61.90625","32.260377358490565","16.420118343195266","195804.5","1314","23","11","7","3"
"3","0.5","10","150","2","454","56.53488372093023","14.248774509803921","10.267123287671232","380336","4363","44","14","10","18"
"2","0.5","10","150","1.5","433","77.30864197530865","33.15094339622642","14.71195652173913","245563.5","2435","31","6","7","18"
"1","0.5","10","150","1","436","61.90625","13.772511848341232","6.167597765363128","195827","1359","23","12","8","3"
"3","0.5","10","150","2","455","56.53488372093023","15.143382352941176","11.267123287671232","380368.5","4450","44","15","11","18"
"1","0.5","10","150","1","437","61.90625","14.62085308056872","7.167597765363128","195849.5","1359","23","12","8","3"
"2","0.5","10","150","1.5","434","76.52439024390245","33.845283018867924","15.721311475409836","245577.5","2436","31","6","7","18"
"1","0.5","10","150","1","438","59.55882352941177","15.469194312796208","8","207873.5","1407","24","12","8","3"
"2","0.5","10","150","1.5","435","75.21428571428571","34.53584905660377","16.65745856353591","245591.5","2438","31","6","7","18"
"3","0.5","10","150","2","456","55.18994413407821","16.037990196078432","12.214728148657949","380401","4456","44","15","11","18"
"1","0.5","10","150","1","439","58.47115384615385","16.308056872037916","9.01890359168242","207897.5","1432","24","13","8","3"
"2","0.5","10","150","1.5","436","75.21428571428571","14.744075829383887","6.491803278688525","277609","2564","33","6","7","18"
"3","0.5","10","150","2","457","53.406417112299465","16.928308823529413","13.207612456747405","392435","4548","45","15","11","18"
"1","0.5","10","150","1","440","57.00925925925926","17.143759873617693","9.942857142857143","207921.5","1564","24","13","8","3"
"2","0.5","10","150","1.5","437","75.21428571428571","15.611374407582938","7.491803278688525","277626.5","2629","33","7","8","18"
"3","0.5","10","150","2","458","53.23936170212766","17.813725490196077","14.20152354570637","392469","4594","45","16","11","18"
"2","0.5","10","150","1.5","438","75.21428571428571","16.47867298578199","8.491803278688524","289645.5","2699","34","7","8","18"
"3","0.5","10","150","2","459","51.92857142857143","18.698529411764707","15.162952646239555","424506.5","4783","47","16","11","18"
"2","0.5","10","150","1.5","439","75.21428571428571","17.345971563981042","9.491803278688524","289664.5","2732","34","8","8","18"
"1","0.5","10","150","1","441","55.6875","17.97314375987362","10.865642994241842","207945.5","1744","24","13","8","3"
"1","0.5","10","150","1","442","55.38053097345133","18.796208530805686","11.846153846153847","219971","1793","25","13","8","3"
"2","0.5","10","150","1.5","440","73.55813953488372","18.213270142180093","10.511882998171846","289683.5","2952","34","8","8","18"
"3","0.5","10","150","2","460","51.4321608040201","19.57843137254902","16.154919748778784","424544","5318","47","17","12","18"
"1","0.5","10","150","1","443","54.95614035087719","19.617693522906794","12.855491329479769","239998.5","1892","26","14","8","3"
"2","0.5","10","150","1.5","441","72.3409090909091","19.07740916271722","11.477064220183486","295703.5","3197","35","8","8","18"
"1","0.5","10","150","1","444","54.275862068965516","20.437598736176934","13.845261121856867","246027","1973","27","14","9","3"
"3","0.5","10","150","2","461","50.61576354679803","20.456495098039216","17.172148355493352","444583.5","5506","48","17","12","18"
"2","0.5","10","150","1.5","442","69.22340425531915","19.938388625592417","12.343228200371058","295723.5","3231","35","9","8","18"
"1","0.5","10","150","1","445","53.50847457627118","21.25434439178515","14.864077669902912","246055.5","2002","27","15","9","3"
"3","0.5","10","150","2","462","49.39810426540284","21.332107843137255","18.164672765657986","450624","5652","49","17","13","18"
"2","0.5","10","150","1.5","443","67.92708333333333","20.78988941548183","13.363128491620111","315745.5","3330","36","9","8","18"
"1","0.5","10","150","1","446","51.645161290322584","22.067930489731438","15.862475442043221","246084","2002","27","15","9","3"
"1","0.5","10","150","1","447","50.30232558139535","22.872037914691944","16.851190476190474","246112.5","2006","27","15","9","3"
"2","0.5","10","150","1.5","444","67.30927835051547","21.63823064770932","14.373134328358208","321768.5","3442","37","9","9","18"
"1","0.5","10","150","1","448","49.717557251908396","23.66824644549763","17.87051792828685","252142","2060","28","15","9","3"
"3","0.5","10","150","2","463","47.79385964912281","22.20281862745098","19.04700854700855","450664.5","5726","49","18","13","18"
"2","0.5","10","150","1.5","445","65.86","22.484992101105846","15.347091932457786","321791.5","3478","37","10","9","18"
"1","0.5","10","150","1","449","48.42857142857143","24.46129541864139","18.655172413793103","252171.5","2087","28","16","9","3"
"2","0.5","10","150","1.5","446","64","23.327014218009477","16.330812854442343","321814.5","3479","37","10","9","18"
"3","0.5","10","150","2","464","45.25396825396825","23.06311274509804","20.01086956521739","450705","5738","49","18","13","18"
"2","0.5","10","150","1.5","447","63.49523809523809","24.162717219589258","17.34090909090909","327838.5","3556","38","10","9","18"
"1","0.5","10","150","1","450","47.42465753424658","25.240126382306478","19.589322381930184","252201","2295","28","16","9","3"
"3","0.5","10","150","2","465","44.226765799256505","23.908700980392158","20.898752751283933","470747.5","5842","50","18","13","18"
"2","0.5","10","150","1.5","448","62.532710280373834","24.996840442338073","18.361216730038024","327862.5","3597","38","11","9","18"
"2","0.5","10","150","1.5","449","58.791666666666664","25.82780410742496","19.116959064327485","327886.5","3599","38","11","9","18"
"3","0.5","10","150","2","466","43.783687943262414","13.175203915171288","11.073661516349263","482791.5","5997","51","18","14","18"
"1","0.5","10","150","1","451","47.204081632653065","10.088235294117647","7.414141414141414","284234","2641","30","16","9","3"
"1","0.5","10","150","1","452","44.50920245398773","10.998161764705882","8.279782164737917","284267","2703","30","17","10","3"
"3","0.5","10","150","2","467","42.69463087248322","14.083197389885807","12.00180701120347","482835.5","6048","51","19","14","18"
"2","0.5","10","150","1.5","450","57.24","26.63823064770932","20.108267716535433","339912","4136","39","11","9","18"
"3","0.5","10","150","2","468","42.46864686468647","14.985970636215335","12.97103548153512","482879.5","6056","51","19","14","18"
"1","0.5","10","150","1","453","42.78089887640449","11.89828431372549","9.117606602475929","316303.5","2855","32","17","10","3"
"1","0.5","10","150","1","454","41.61052631578947","12.78921568627451","9.991678224687933","316340","2918","32","18","11","3"
"2","0.5","10","150","1.5","451","56.69291338582677","10.643382352941176","7.7574750830564785","359939.5","4254","40","12","9","18"
"1","0.5","10","150","1","455","41.61052631578947","13.672794117647058","10.991678224687933","316376.5","2924","32","18","11","3"
"3","0.5","10","150","2","469","41.87662337662338","15.88711256117455","13.98367791077258","494925","6165","52","19","14","18"
"2","0.5","10","150","1.5","452","54.160583941605836","11.565563725490197","8.66220735785953","359967","4296","40","12","10","18"
"1","0.5","10","150","1","456","40.91878172588832","14.556372549019608","11.937282229965156","316413","2927","32","18","11","3"
"1","0.5","10","150","1","457","39.546728971962615","15.435661764705882","12.796897038081806","328451","2995","33","18","11","3"
"2","0.5","10","150","1.5","453","53.73381294964029","12.481617647058824","9.640991292699264","391998","4488","42","12","10","18"
"3","0.5","10","150","2","470","40.15680473372781","16.78662316476346","14.88998899889989","494970.5","6700","52","20","14","18"
"1","0.5","10","150","1","458","39.16589861751152","16.30453431372549","13.798586572438163","328489","3028","33","19","11","3"
"2","0.5","10","150","1.5","454","52.94405594405595","13.396446078431373","10.598388179986568","392029","4570","42","13","11","18"
"3","0.5","10","150","2","471","39.62068965517241","17.676345840130505","15.86566065513434","507017.5","6981","53","20","14","18"
"1","0.5","10","150","1","459","38.72767857142857","17.17156862745098","14.7421875","328527","3032","33","19","11","3"
"2","0.5","10","150","1.5","455","52.57931034482758","14.308823529411764","11.577000672494956","392060","4576","42","13","11","18"
"3","0.5","10","150","2","472","37.85983827493261","18.562805872756933","16.90534521158129","507064.5","7036","53","21","14","18"
"2","0.5","10","150","1.5","456","51.593333333333334","15.219975490196079","12.538461538461538","424094.5","4752","44","13","11","18"
"1","0.5","10","150","1","460","37.924369747899156","18.034313725490197","15.63845050215208","360568.5","3828","35","19","11","3"
"2","0.5","10","150","1.5","457","50.50967741935484","16.128063725490197","13.519972918077183","424129","4841","44","14","12","18"
"3","0.5","10","150","2","473","37.56464379947229","19.441761827079933","17.884586746090843","507111.5","7065","53","21","14","18"
"1","0.5","10","150","1","461","37.41152263374486","18.88848039215686","16.647948164146868","360610","3897","35","20","12","3"
"2","0.5","10","150","1.5","458","50.23076923076923","17.033088235294116","14.524390243902438","424163.5","4845","44","14","12","18"
"1","0.5","10","150","1","462","36.44488188976378","19.739583333333332","17.660377358490567","380653.5","3974","36","20","12","3"
"2","0.5","10","150","1.5","459","48.38181818181818","17.9375","15.513292433537833","424198","4848","44","14","12","18"
"3","0.5","10","150","2","474","36.24390243902439","20.31810766721044","18.858757062146893","507158.5","7076","53","21","14","18"
"1","0.5","10","150","1","463","35.746212121212125","20.58394607843137","18.657894736842106","392698.5","4110","37","20","13","3"
"3","0.5","10","150","2","475","36.27058823529412","21.184339314845026","19.755681818181817","519207","7182","54","21","14","18"
"2","0.5","10","150","1.5","460","48.035714285714285","18.83639705882353","16.485655737704917","436234","5222","45","14","12","18"
"1","0.5","10","150","1","464","35.2992700729927","21.42218137254902","19.62223858615611","392743.5","4152","37","21","13","3"
"3","0.5","10","150","2","476","36.27058823529412","22.045676998368677","20.755681818181817","519255.5","7240","54","22","14","18"
"1","0.5","10","150","1","465","33.70333333333333","22.254289215686274","20.675675675675677","392788.5","4157","37","21","13","3"
"2","0.5","10","150","1.5","461","47.588235294117645","19.733455882352942","17.49452804377565","436270","5620","45","15","12","18"
"1","0.5","10","150","1","466","33.703947368421055","12.284176182707993","10.925751539297355","404835","4231","38","21","13","3"
"2","0.5","10","150","1.5","462","46.47222222222222","20.629289215686274","18.425619834710744","468309.5","5805","47","15","12","18"
"3","0.5","10","150","2","477","35.562899786780385","22.90701468189233","21.620570107858242","531305.5","7359","55","22","14","18"
"1","0.5","10","150","1","467","33.428125","13.18499184339315","11.825136612021858","404881.5","4269","38","22","13","3"
"2","0.5","10","150","1.5","463","44.72251308900523","21.518995098039216","19.443442054129076","468349","5924","47","16","13","18"
"3","0.5","10","150","2","478","35.38045738045738","23.75399673735726","22.589783281733745","531355.5","7414","55","23","14","18"
"1","0.5","10","150","1","468","32.57549857549858","14.080587275693311","12.688651436993368","404928","4275","38","22","13","3"
"2","0.5","10","150","1.5","464","43.29064039408867","22.401960784313726","20.434569629111266","468388.5","5935","47","16","13","18"
"1","0.5","10","150","1","469","32.41782729805014","14.966068515497554","13.650776053215077","416976","4351","39","22","13","3"
"3","0.5","10","150","2","479","35.32251521298174","24.597063621533444","23.541213063763607","531405.5","7417","55","23","14","18"
"2","0.5","10","150","1.5","465","42.18636363636364","23.277573529411764","21.3314447592068","468428","5941","47","16","13","18"
"1","0.5","10","150","1","470","32.238219895287955","15.848939641109299","14.515467759970182","417024","5049","39","23","13","3"
"2","0.5","10","150","1.5","466","41.52608695652174","12.855138662316476","11.529100529100528","500471","6136","49","16","13","18"
"3","0.5","10","150","2","480","34.86764705882353","25.43621533442088","24.401031336771123","543457","8473","56","23","14","18"
"1","0.5","10","150","1","471","31.674757281553397","16.724306688417617","15.40256313607237","429073.5","5304","40","23","13","3"
"2","0.5","10","150","1.5","467","41.06694560669456","13.780097879282218","12.4723991507431","500514","6235","49","17","14","18"
"3","0.5","10","150","2","481","34.681654676258994","17.908989764129952","16.540883697308278","543508.5","8528","56","24","14","18"
"1","0.5","10","150","1","472","30.06637168141593","17.58988580750408","16.431687715269806","429123","5346","40","24","13","3"
"2","0.5","10","150","1.5","468","40.59109311740891","14.702120717781403","13.432931156848829","500557","6239","49","17","14","18"
"1","0.5","10","150","1","473","29.673596673596673","18.44241435562806","17.351780185758514","429172.5","5374","40","24","13","3"
"3","0.5","10","150","2","482","34.70298769771529","18.78526924788607","17.477707006369428","543560","8538","56","24","14","18"
"2","0.5","10","150","1.5","469","40.29249011857708","15.621533442088092","14.401849217638691","512601.5","6342","50","17","14","18"
"1","0.5","10","150","1","474","29.419878296146045","19.28548123980424","18.342923794712288","429222","5378","40","24","13","3"
"1","0.5","10","150","1","475","29.312127236580515","20.12463295269168","19.320843091334893","441273","5460","41","24","13","3"
"3","0.5","10","150","2","483","34.035658914728685","19.658655985758788","18.24941543257989","543611.5","8566","56","24","14","18"
"2","0.5","10","150","1.5","470","38.330960854092524","16.53898858075041","15.339439655172415","512646","7117","50","18","14","18"
"1","0.5","10","150","1","476","29.16793893129771","20.9605220228385","20.268004722550177","441324","5501","41","25","13","3"
"1","0.5","10","150","1","477","29.048359240069086","21.789559543230016","21.09895414320193","441375","5504","41","25","13","3"
"3","0.5","10","150","2","484","33.87608069164265","20.515131286159324","19.075","555664.5","8687","57","24","14","18"
"2","0.5","10","150","1.5","471","37.9375","17.447308319738987","16.322290241267556","512690.5","7250","50","18","14","18"
"1","0.5","10","150","1","478","28.984745762711864","22.600652528548125","22.078787878787878","453427.5","5587","42","25","13","3"
"3","0.5","10","150","2","485","33.85509325681492","21.36070315976858","20.067158282854887","555717.5","8743","57","25","14","18"
"2","0.5","10","150","1.5","472","36.49354838709677","18.353344208809137","17.312159709618875","524736.5","7354","51","18","14","18"
"1","0.5","10","150","1","479","28.86401326699834","23.40815660685155","23.071892770105606","453480","5633","42","26","13","3"
"3","0.5","10","150","2","486","33.82142857142857","22.205607476635514","20.96016994158258","555770.5","8748","57","25","14","18"
"2","0.5","10","150","1.5","473","35.452095808383234","19.25220228384992","18.270963017209812","524782.5","7436","51","19","14","18"
"1","0.5","10","150","1","480","28.249614791987675","24.21141924959217","24.126655629139073","453532.5","6025","42","26","13","3"
"3","0.5","10","150","2","487","33.5910290237467","23.043613707165107","21.903640256959314","567825","8870","58","25","14","18"
"2","0.5","10","150","1.5","474","34.370666666666665","20.143230016313215","19.159851301115243","524828.5","7442","51","19","14","18"
"3","0.5","10","150","2","488","33.30203045685279","23.87494437027147","22.870480302212627","567879.5","8928","58","26","14","18"
"1","0.5","10","150","1","481","28.311746987951807","17.05028927458834","16.097911227154047","465586.5","6845","43","26","13","3"
"2","0.5","10","150","1.5","475","34.01049868766404","21.02088091353997","20.176974664679584","536876","7546","52","19","14","18"
"3","0.5","10","150","2","489","33.21733668341709","24.699599465954606","23.86614386154678","599937.5","9168","60","26","14","18"
"1","0.5","10","150","1","482","28.19020172910663","17.902536715620826","17.023684210526316","465640.5","6892","43","27","13","3"
"2","0.5","10","150","1.5","476","33.60401002506266","21.89657422512235","21.144411102775695","536923.5","7600","52","20","14","18"
"2","0.5","10","150","1.5","477","33.11441647597254","22.766394779771616","22.04566210045662","548972.5","7712","53","20","14","18"
"1","0.5","10","150","1","483","28.618925831202045","18.748108589230085","17.66864224137931","465694.5","6929","43","27","13","3"
"3","0.5","10","150","2","490","33.170035671819264","25.52247441032488","24.76183958390364","599995.5","10280","60","27","15","18"
"2","0.5","10","150","1.5","478","33.11674008810573","23.623817292006525","22.97319034852547","549021.5","7767","53","21","14","18"
"1","0.5","10","150","1","484","28.6168108776267","19.574098798397863","18.58887381275441","477750","7022","44","27","13","3"
"1","0.5","10","150","1","485","28.541003671970625","20.394080996884735","19.58389991841175","477805.5","7066","44","28","13","3"
"2","0.5","10","150","1.5","479","32.95217391304348","24.475693311582383","23.978886756238005","549070.5","7769","53","21","14","18"
"3","0.5","10","150","2","491","33.00114942528736","26.335336003560304","25.735099337748345","620055.5","10491","61","27","15","18"
"1","0.5","10","150","1","486","28.637243047158403","21.212283044058744","20.537769293700574","497863","7157","45","28","13","3"
"3","0.5","10","150","2","492","32.7527114967462","27.141744548286603","26.693449048152296","620115.5","10560","61","27","16","18"
"1","0.5","10","150","1","487","28.685814771395076","22.028259902091676","21.468552595440812","509922","7296","46","28","14","3"
"2","0.5","10","150","1.5","480","32.53014553014553","25.325611745513868","24.984520123839008","549119.5","8461","53","21","14","18"
"1","0.5","10","150","1","488","28.589944134078213","22.83845126835781","22.408168935815503","509981","7343","46","29","14","3"
"3","0.5","10","150","2","493","32.86046511627907","27.936582109479307","27.623731679819617","626176.5","10718","62","27","16","18"
"2","0.5","10","150","1.5","481","32.02376237623762","17.847574543836227","17.052895462521935","581172","9136","55","21","14","18"
"1","0.5","10","150","1","489","28.525555555555556","23.63929684023142","23.41569282136895","542043.5","7535","48","29","14","3"
"3","0.5","10","150","2","494","32.708376421923475","28.72607921673342","28.63425007088177","626237.5","10786","62","28","16","18"
"1","0.5","10","150","1","490","28.436363636363637","24.43902981753449","24.38887327901096","542106","8284","48","30","15","3"
"2","0.5","10","150","1.5","482","32.01174168297456","18.735202492211837","18.031885513432087","581224.5","9259","55","22","15","18"
"3","0.5","10","150","2","495","32.358309317963496","29.510903426791277","29.652476107732408","658302","11045","64","28","16","18"
"1","0.5","10","150","1","491","28.366990291262137","25.230974632843793","25.298498845265588","542168.5","8876","48","30","15","3"
"2","0.5","10","150","1.5","483","31.73977086743044","19.621495327102803","18.71465361833634","581277","9292","55","22","15","18"
"1","0.5","10","150","1","492","28.283649503161698","26.00178015131286","26.255978742249777","542231","8882","48","30","15","3"
"3","0.5","10","150","2","496","32.74267399267399","23.436961763692732","22.281289775137886","658366.5","11171","64","29","17","18"
"2","0.5","10","150","1.5","484","31.7265625","20.485536270583","19.618837571354437","593331","9413","56","22","15","18"
"1","0.5","10","150","1","493","28.345323741007196","26.75545171339564","27.23270254287404","554295","9006","49","30","15","3"
"3","0.5","10","150","2","497","32.69043321299639","24.24888046848088","23.257982120051086","658431","11173","64","29","17","18"
"2","0.5","10","150","1.5","485","31.85388127853881","21.343124165554073","20.543393275996873","593385","9470","56","23","15","18"
"1","0.5","10","150","1","494","28.802152317880793","27.508010680907876","28.032258064516128","554359","9068","49","31","15","3"
"2","0.5","10","150","1.5","486","31.85388127853881","22.196929238985312","21.543393275996873","593439","9472","56","23","15","18"
"3","0.5","10","150","2","498","32.60420315236427","25.05804340337582","24.21033447684391","670497","11310","65","29","17","18"
"1","0.5","10","150","1","495","28.802315963606286","28.239207832665777","29.031963470319635","586426.5","9269","51","31","15","3"
"2","0.5","10","150","1.5","487","31.269393511988717","23.050734312416555","22.5112285336856","605494.5","9590","57","23","15","18"
"1","0.5","10","150","1","496","28.99044585987261","22.42369962108164","21.610989010989012","586494","9373","51","32","16","3"
"2","0.5","10","150","1.5","488","31.153532608695652","23.892968402314196","23.470995210218202","605550","9651","57","24","15","18"
"3","0.5","10","150","2","499","32.619396903015485","25.861350327247674","25.050447696003495","670563","11382","65","30","17","18"
"1","0.5","10","150","1","497","29.13213448006255","23.20737168446435","22.53346587143804","586561.5","9375","51","32","16","3"
"1","0.5","10","150","1","498","29.136612021857925","23.98708232862556","23.5292817679558","586629","9381","51","32","16","3"
"2","0.5","10","150","1.5","489","31.272363150867825","24.72919448153093","24.42056074766355","605605.5","9653","57","24","15","18"
"3","0.5","10","150","2","500","32.92278287461774","26.650017223561832","25.825922632281014","670629","12471","65","30","17","18"
"1","0.5","10","150","1","499","28.996141975308642","24.76644850155012","24.5509977827051","598698","9493","52","32","16","3"
"2","0.5","10","150","1.5","490","31.51151515151515","25.562527814864264","25.224856909239573","637664.5","10793","59","24","15","18"
"3","0.5","10","150","2","501","32.949213161659515","27.424733034791593","26.672640653357533","670695","12708","65","30","17","18"
"1","0.5","10","150","1","500","29.267475035663338","25.543231140199794","25.357629427792915","598767","10237","52","33","16","3"
"2","0.5","10","150","1.5","491","31.873015873015873","26.37894971072541","26.03737541528239","637723.5","11296","59","25","16","18"
"3","0.5","10","150","2","502","32.97517730496454","28.18394764037203","27.64717925386715","682762.5","12841","66","30","17","18"
"2","0.5","10","150","1.5","492","31.926935659760087","27.18268802848242","26.9664523343584","669786","11547","61","25","16","18"
"1","0.5","10","150","1","501","29.491022099447513","26.301756803306922","26.242083524552548","598836","11118","52","33","16","3"
"3","0.5","10","150","2","503","33.24657534246575","28.94109541853255","28.494707777266452","682830","12934","66","31","17","18"
"2","0.5","10","150","1.5","493","31.825806451612902","27.97863818424566","27.974747474747474","669848.5","11700","61","26","17","18"
"1","0.5","10","150","1","502","29.550477489768078","27.052359627971065","27.20852534562212","610906.5","11223","53","33","16","3"
"3","0.5","10","150","2","504","33.68181818181818","29.689631415776784","29.220311027332706","682897.5","12935","66","31","17","18"
"2","0.5","10","150","1.5","494","31.69493278179938","28.7716955941255","28.970229656932236","669911","11705","61","26","17","18"
"1","0.5","10","150","1","503","29.361184210526314","27.79986221150534","28.246150256649557","610977","11305","53","34","16","3"
"3","0.5","10","150","2","505","33.5609756097561","30.420599379951774","30.227002614689802","694966.5","13071","67","31","17","18"
"1","0.5","10","150","1","504","30.080147965474723","28.538064071650016","28.940248565965582","611047.5","11313","53","34","16","3"
"2","0.5","10","150","1.5","495","31.83043922369765","29.556519804183356","29.923186344238974","701977","11955","63","26","17","18"
"3","0.5","10","150","2","506","33.651247717589776","31.14519462624871","31.156137400912804","695035.5","13145","67","32","17","18"
"1","0.5","10","150","1","505","29.898533724340176","29.258697898725455","29.992684711046085","623119.5","11424","54","34","16","3"
"2","0.5","10","150","1.5","496","32.026032315978455","23.48294867378574","22.45460358056266","702043","12083","63","27","18","18"
"1","0.5","10","150","1","506","29.995475113122172","29.96503616947985","30.951708766716195","643193.5","11604","55","35","16","3"
"3","0.5","10","150","2","507","34.05311250713878","31.862211505339303","31.916152897657213","701105.5","13286","68","32","17","18"
"2","0.5","10","150","1.5","497","32.001752848378615","24.29107819497072","23.405144694533764","702109","12083","63","27","18","18"
"1","0.5","10","150","1","507","30.55868036776636","30.66052359627971","31.708112206216832","643267.5","11663","55","35","17","3"
"3","0.5","10","150","2","508","33.96756756756757","32.5606269376507","32.90267947421638","701175.5","13359","68","33","17","18"
"1","0.5","10","150","1","508","30.617756512493354","31.342059937995177","32.689171974522296","655343","11773","56","35","17","3"
"2","0.5","10","150","1.5","498","32.0147954743255","25.094557354460903","24.387159115310286","714176.5","12226","64","27","18","18"
"3","0.5","10","150","2","509","33.966453674121404","33.241991043747845","33.895621181262726","701245.5","13366","68","33","17","18"
"1","0.5","10","150","1","509","31.098118962887646","32.01808473992422","33.489450377702525","655418.5","11834","56","36","17","3"
"2","0.5","10","150","1.5","499","31.99174917491749","25.896658629004477","25.28863735306922","734246","12423","65","28","18","18"
"3","0.5","10","150","2","510","34.42404750123701","33.918532552531865","34.648612945838835","713317","15006","69","33","17","18"
"1","0.5","10","150","1","510","31.521363418146905","32.67929727867723","34.32715551974214","667495.5","13681","57","36","17","3"
"2","0.5","10","150","1.5","500","32.31502669717773","26.687909059593522","26.046718576195772","734315.5","13579","65","28","19","18"
"3","0.5","10","150","2","511","34.52464616886286","28.076094558679536","26.485294117647058","713388.5","15076","69","34","17","18"
"1","0.5","10","150","1","511","31.795368620037806","27.060987550706393","26.070534472481622","667572.5","13831","57","37","17","3"
"2","0.5","10","150","1.5","501","32.60142348754449","27.46210816396831","26.8214042263122","746386.5","14154","66","28","19","18"
"1","0.5","10","150","1","512","32.11656723267554","27.765002098195552","26.857142857142858","667649.5","13841","57","37","17","3"
"3","0.5","10","150","2","512","34.55465393794749","28.789481046300182","27.399683419074","713460","15088","69","34","17","18"
"2","0.5","10","150","1.5","502","32.59317211948791","28.22011712022046","27.822727272727274","746457.5","14224","66","29","19","18"
"1","0.5","10","150","1","513","32.65758091993186","28.460204224367043","27.407415121849613","679728","13992","58","37","17","3"
"3","0.5","10","150","2","513","34.82971850484541","29.496433067561895","28.176635889201123","719530.5","15333","70","34","17","18"
"1","0.5","10","150","1","514","33.088815789473685","29.131766680654636","28.091583633665465","679806.5","14052","58","38","17","3"
"2","0.5","10","150","1.5","503","32.644137931034486","28.977953840854287","28.757575757575758","746528.5","14265","66","29","19","18"
"3","0.5","10","150","2","514","34.93923145665773","30.19331375017485","29.030543677458766","719601","15406","70","35","16","19"
"1","0.5","10","150","1","515","33.07563368765331","29.791579241852006","29.08356368275569","699887","14182","59","38","17","3"
"2","0.5","10","150","1.5","504","33.21325301204819","29.728212194281777","29.3328509406657","758601","14402","67","29","19","18"
"1","0.5","10","150","1","516","33.50296091590999","30.449433487201006","29.7738301559792","711969","14376","60","38","18","3"
"3","0.5","10","150","2","515","35.04418197725284","30.880262973842495","29.922887106724243","739673.5","15552","71","35","16","19"
"2","0.5","10","150","1.5","505","33.174238067855086","30.442301067860832","30.27415785591345","758673.5","14479","67","30","19","18"
"1","0.5","10","150","1","517","33.60517174835971","31.095118198349418","30.668275559455903","712051","14435","60","39","18","3"
"2","0.5","10","150","1.5","506","33.13636363636363","31.142783327592145","31.27558082056352","778748","14628","68","30","19","18"
"3","0.5","10","150","2","516","35.50850269597677","31.5604979717443","30.55149852258337","745747","15778","72","35","17","19"
"1","0.5","10","150","1","518","33.63304478735416","31.73268988669744","31.608637577916294","712133","14447","60","39","18","3"
"2","0.5","10","150","1.5","507","33.394327030033374","31.839648639338616","32.14221556886228","778822.5","14698","68","30","20","18"
"3","0.5","10","150","2","517","35.800391389432484","32.22324800671423","31.233783195472355","745820.5","15849","72","36","17","19"
"1","0.5","10","150","1","519","33.778670562454344","32.36102951461743","32.48107005214237","724216.5","14574","61","39","18","3"
"2","0.5","10","150","1.5","508","34.00258933195236","32.5299689975887","32.796129032258065","784898","14836","69","30","20","18"
"3","0.5","10","150","2","518","36.00787696924231","32.865855364386626","31.99732322105733","765896","16005","73","36","17","19"
"1","0.5","10","150","1","520","33.83875530410184","32.97803888655756","33.4147188150891","724300","15404","61","40","18","3"
"3","0.5","10","150","2","519","36.62045616535994","33.49293607497552","32.4722542021644","785973.5","16238","74","36","18","19"
"2","0.5","10","150","1.5","509","33.88850518006907","33.197382018601445","33.8266737232072","784973.5","14926","69","31","20","18"
"1","0.5","10","150","1","521","34.33057851239669","33.58245908518674","34.07067137809187","724383.5","16598","61","40","18","3"
"2","0.5","10","150","1.5","510","33.890625","33.84826042025491","34.82403898213319","785049","15919","69","31","20","18"
"1","0.5","10","150","1","522","34.377245508982035","34.17624842635334","35.03041274438812","724467","16602","61","40","18","3"
"3","0.5","10","150","2","520","36.55286800276434","34.10043362708071","33.432432432432435","792052","17411","75","36","19","19"
"1","0.5","10","150","1","523","34.920418516169946","34.75577003776752","35.62578222778473","736552","16750","62","40","18","3"
"3","0.5","10","150","2","521","36.73770491803279","34.69562176528186","34.22836538461539","792130.5","18018","75","37","19","19"
"2","0.5","10","150","1.5","511","33.956338028169014","28.006294586655475","26.481171548117153","797126","16849","70","31","20","18"
"1","0.5","10","150","1","524","35.29456654456654","35.31458945307036","36.33152594887684","736637","16835","62","41","18","3"
"2","0.5","10","150","1.5","512","34.4799459215863","28.708350818296264","27.1105476673428","797203","16935","70","32","20","18"
"1","0.5","10","150","1","525","35.71734663927209","35.856343544551684","36.982896846606096","748723.5","16968","63","41","18","3"
"3","0.5","10","150","2","522","36.82650049196458","35.277521331654775","35.12560975609756","792209","18028","75","37","19","19"
"1","0.5","10","150","1","526","36.21581501570083","30.322840153899964","27.25443437130469","748810","17032","63","42","18","3"
"3","0.5","10","150","2","523","37.06569115815691","35.85102811582039","35.86004572009144","798288.5","18206","76","37","19","19"
"2","0.5","10","150","1.5","513","34.46915224145584","29.397957756329557","28.064338235294116","797280","16972","70","32","20","18"
