"BehaviorSpace results (NetLogo 5.3.1)"
"Amsterdam_v6.3.nlogo"
"yellow flexbuses at 2.0 with varying fixed bus sizes"
"03/31/2018 20:44:19:382 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","40","0","30"
"[run number]","green_bus_ratio","red_bus_ratio","fixed_bus_size","yellow_bus_ratio","[step]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
"3","2","10","150","2","34","27","27.16216216216216","28.166666666666668","80217","166","10","0","7","3"
"2","2","10","60","2","37","29.666666666666668","30.06756756756757","31.08450704225352","80238","166","10","0","7","3"
"3","2","10","150","2","35","27","28.135135135135137","29.166666666666668","80224","166","10","0","7","3"
"1","2","10","12","2","33","27","26.18918918918919","27.166666666666668","100260","238","11","1","7","3"
"3","2","10","150","2","36","29.666666666666668","29.10810810810811","30.08450704225352","80231","166","10","0","7","3"
"2","2","10","60","2","38","31.5","31.027027027027028","32","80245","166","10","0","7","3"
"1","2","10","12","2","34","27","27.16216216216216","28.166666666666668","100269","238","11","1","7","3"
"3","2","10","150","2","37","29.666666666666668","30.06756756756757","31.08450704225352","80238","166","10","0","7","3"
"2","2","10","60","2","39","32.8","31.972972972972972","32.91304347826087","80252","166","10","0","7","3"
"1","2","10","12","2","35","27","28.135135135135137","29.166666666666668","100278","238","11","1","7","3"
"3","2","10","150","2","38","31.5","31.027027027027028","32","80245","166","10","0","7","3"
"2","2","10","60","2","40","32.8","32.9054054054054","33.91304347826087","80259","180","10","0","7","3"
"1","2","10","12","2","36","29.666666666666668","29.10810810810811","30.08450704225352","100287","238","11","1","7","3"
"3","2","10","150","2","39","32.8","31.972972972972972","32.91304347826087","80252","166","10","0","7","3"
"1","2","10","12","2","37","29.666666666666668","30.06756756756757","31.08450704225352","100296","238","11","1","7","3"
"2","2","10","60","2","41","32.8","33.83783783783784","34.91304347826087","80266","194","10","0","7","3"
"3","2","10","150","2","40","32.8","32.9054054054054","33.91304347826087","80259","180","10","0","7","3"
"2","2","10","60","2","42","32.8","34.770270270270274","35.91304347826087","80273","194","10","0","7","3"
"1","2","10","12","2","38","31.5","31.027027027027028","32","100305","238","11","1","7","3"
"3","2","10","150","2","41","32.8","33.83783783783784","34.91304347826087","80266","194","10","0","7","3"
"2","2","10","60","2","43","32.8","35.7027027027027","36.91304347826087","80280","194","10","0","7","3"
"1","2","10","12","2","39","32.8","31.972972972972972","32.91304347826087","100314","238","11","1","7","3"
"3","2","10","150","2","42","32.8","34.770270270270274","35.91304347826087","80273","194","10","0","7","3"
"1","2","10","12","2","40","32.8","32.9054054054054","33.91304347826087","100323","259","11","1","7","3"
"2","2","10","60","2","44","32.8","36.63513513513514","37.91304347826087","80287","194","10","0","7","3"
"3","2","10","150","2","43","32.8","35.7027027027027","36.91304347826087","80280","194","10","0","7","3"
"2","2","10","60","2","45","35.125","37.567567567567565","38.86363636363637","80294","194","10","0","7","3"
"1","2","10","12","2","41","32.8","33.83783783783784","34.91304347826087","100332","273","11","1","7","3"
"3","2","10","150","2","44","32.8","36.63513513513514","37.91304347826087","80287","194","10","0","7","3"
"2","2","10","60","2","46","35.125","38.45945945945946","39.86363636363637","80301","194","10","0","7","3"
"1","2","10","12","2","42","32.8","34.770270270270274","35.91304347826087","100341","273","11","1","7","3"
"3","2","10","150","2","45","35.125","37.567567567567565","38.86363636363637","80294","194","10","0","7","3"
"2","2","10","60","2","47","35.125","39.351351351351354","40.86363636363637","80308","194","10","0","7","3"
"1","2","10","12","2","43","32.8","35.7027027027027","36.91304347826087","100350","280","11","1","7","3"
"3","2","10","150","2","46","35.125","38.45945945945946","39.86363636363637","80301","194","10","0","7","3"
"2","2","10","60","2","48","36.44444444444444","40.24324324324324","41.76923076923077","80315","194","10","0","7","3"
"1","2","10","12","2","44","32.8","36.63513513513514","37.91304347826087","100359","280","11","1","7","3"
"3","2","10","150","2","47","35.125","39.351351351351354","40.86363636363637","80308","194","10","0","7","3"
"2","2","10","60","2","49","36.44444444444444","41.12162162162162","42.76923076923077","80322","194","10","0","7","3"
"1","2","10","12","2","45","35.125","37.567567567567565","38.86363636363637","100368","280","11","1","7","3"
"3","2","10","150","2","48","36.44444444444444","40.24324324324324","41.76923076923077","80315","194","10","0","7","3"
"2","2","10","60","2","50","36.46666666666667","42","44.40677966101695","80329","214","10","0","7","3"
"3","2","10","150","2","49","36.44444444444444","41.12162162162162","42.76923076923077","80322","194","10","0","7","3"
"1","2","10","12","2","46","35.125","38.45945945945946","39.86363636363637","100377","280","11","1","7","3"
"2","2","10","60","2","51","37.3125","42.7972972972973","45.310344827586206","80336","214","10","0","7","3"
"3","2","10","150","2","50","36.46666666666667","42","44.40677966101695","80329","214","10","0","7","3"
"1","2","10","12","2","47","35.125","39.351351351351354","40.86363636363637","100386","280","11","1","7","3"
"2","2","10","60","2","52","37.3125","43.58108108108108","46.310344827586206","80343","214","10","0","7","3"
"3","2","10","150","2","51","37.3125","42.7972972972973","45.310344827586206","80336","214","10","0","7","3"
"1","2","10","12","2","48","36.44444444444444","40.24324324324324","41.76923076923077","100395","280","11","1","7","3"
