"[all run data]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
,"78.97058823529412","88.21621621621621","194","105675","742","12","1","7","4","66.26086956521739","74.95945945945945","196","99841","427","12","2","7","3","68.56338028169014","73.60810810810811","194","99841","392","12","2","7","3","74.68055555555556","78.01351351351352","199","99841","441","12","2","7","3","69.11666666666666","92.6891891891892","194.71428571428572","99846.5","548","12","2","7","3"
,"78.97058823529412","88.29729729729729","195","105683.5","742","12","1","7","4","66.26086956521739","75.02702702702703","197","99850.5","427","12","2","7","3","68.56338028169014","73.64864864864865","195","99850.5","392","12","2","7","3","74.68055555555556","78.04054054054055","200","99850.5","441","12","2","7","3","73.06451612903226","92.87837837837837","196.25","99856","548","12","2","7","3"
,"78.97058823529412","88.37837837837837","196","105692","742","12","1","7","4","66.26086956521739","75.0945945945946","198","99860","427","12","2","7","3","68.56338028169014","73.6891891891892","196","99860","392","12","2","7","3","74.68055555555556","78.06756756756756","201","99860","441","12","2","7","3","73.06451612903226","93.04054054054055","197.25","99865.5","548","12","2","7","3"
,"78.97058823529412","88.45945945945945","197","105700.5","742","12","1","7","4","67.97142857142858","75.16216216216216","202","99869.5","427","12","2","7","3","68.56338028169014","73.72972972972973","197","99869.5","392","12","2","7","3","74.68055555555556","78.0945945945946","202","99869.5","441","12","2","7","3","73.06451612903226","93.20270270270271","198.25","99875","548","12","2","7","3"
,"78.97058823529412","88.54054054054055","198","105709","742","12","1","7","4","67.97142857142858","75.21621621621621","203","99879","427","12","2","7","3","68.56338028169014","73.77027027027027","198","99879","392","12","2","7","3","74.68055555555556","78.12162162162163","203","99879","441","12","2","7","3","73.06451612903226","93.36486486486487","199.25","99884.5","548","12","2","7","3"
,"78.97058823529412","88.62162162162163","199","105717.5","742","12","1","7","4","67.97142857142858","75.27027027027027","204","99888.5","427","12","2","7","3","68.56338028169014","73.8108108108108","199","99888.5","392","12","2","7","3","74.68055555555556","78.14864864864865","204","99888.5","441","12","2","7","3","73.06451612903226","93.52702702702703","200.25","99894","548","12","2","7","3"
,"80.78260869565217","88.70270270270271","199","105726","742","12","1","7","4","67.97142857142858","75.32432432432432","205","99898","427","12","2","7","3","68.56338028169014","73.85135135135135","200","99898","392","12","2","7","3","74.68055555555556","78.17567567567568","205","99898","441","12","2","7","3","73.06451612903226","93.6891891891892","201.25","99903.5","548","12","2","7","3"
,"80.78260869565217","88.77027027027027","200","105734.5","742","12","1","7","4","67.97142857142858","75.37837837837837","206","99907.5","427","12","2","7","3","68.56338028169014","73.89189189189189","201","99907.5","392","12","2","7","3","74.68055555555556","78.20270270270271","206","99907.5","441","12","2","7","3","73.06451612903226","93.85135135135135","202.25","99913","548","12","2","7","3"
,"80.78260869565217","88.83783783783784","201","105743","742","12","1","7","4","67.97142857142858","75.43243243243244","207","99917","427","12","2","7","3","68.56338028169014","73.93243243243244","202","99917","392","12","2","7","3","74.68055555555556","78.22972972972973","207","99917","441","12","2","7","3","75.17460317460318","94.01351351351352","202.9090909090909","99922.5","548","12","2","7","3"
,"80.78260869565217","88.9054054054054","202","105751.5","742","12","1","7","4","67.97142857142858","75.48648648648648","208","99926.5","427","12","2","7","3","68.56338028169014","73.97297297297297","203","99926.5","392","12","2","7","3","74.68055555555556","78.25675675675676","208","99926.5","441","12","2","7","3","75.17460317460318","94.16216216216216","203.9090909090909","99932","548","12","2","7","3"
,"80.78260869565217","88.97297297297297","203","105760","742","12","1","7","4","67.97142857142858","75.54054054054055","209","99936","427","12","2","7","3","68.56338028169014","74.01351351351352","204","99936","392","12","2","7","3","74.68055555555556","78.28378378378379","209","99936","441","12","2","7","3","75.17460317460318","94.3108108108108","204.9090909090909","99941.5","548","12","2","7","3"
,"80.78260869565217","89.04054054054055","204","105768.5","742","12","1","7","4","67.97142857142858","75.5945945945946","210","99945.5","427","12","2","7","3","68.56338028169014","74.05405405405405","205","99945.5","392","12","2","7","3","74.68055555555556","78.3108108108108","210","99945.5","441","12","2","7","3","84.57352941176471","94.45945945945945","207.5","99951","548","12","2","7","3"
,"80.78260869565217","89.10810810810811","205","105777","742","12","1","7","4","67.97142857142858","75.64864864864865","211","99955","427","12","2","7","3","68.56338028169014","74.0945945945946","206","99955","392","12","2","7","3","74.68055555555556","78.33783783783784","211","99955","441","12","2","7","3","84.57352941176471","94.54054054054055","208.5","99960.5","548","12","2","7","3"
,"80.78260869565217","89.17567567567568","206","105785.5","742","12","1","7","4","67.97142857142858","75.70270270270271","212","99964.5","427","12","2","7","3","68.56338028169014","74.13513513513513","207","99964.5","392","12","2","7","3","74.68055555555556","78.36486486486487","212","99964.5","441","12","2","7","3","84.57352941176471","94.62162162162163","209.5","99970","548","12","2","7","3"
,"80.78260869565217","89.24324324324324","207","105794","742","12","1","7","4","67.97142857142858","75.75675675675676","213","99974","427","12","2","7","3","68.56338028169014","74.17567567567568","208","99974","392","12","2","7","3","74.68055555555556","78.39189189189189","213","99974","441","12","2","7","3","88.21428571428571","94.70270270270271","209.25","99979.5","548","12","2","7","3"
,"80.78260869565217","89.3108108108108","208","105802.5","742","12","1","7","4","67.97142857142858","75.8108108108108","214","99983.5","427","12","2","7","3","68.56338028169014","74.21621621621621","209","99983.5","392","12","2","7","3","74.68055555555556","78.41891891891892","214","99983.5","441","12","2","7","3","88.21428571428571","94.75675675675676","210.25","99989","548","12","2","7","3"
,"80.78260869565217","89.37837837837837","209","105811","742","12","1","7","4","67.97142857142858","75.86486486486487","215","99993","427","12","2","7","3","68.56338028169014","74.25675675675676","210","99993","392","12","2","7","3","74.68055555555556","78.44594594594595","215","99993","441","12","2","7","3","88.21428571428571","94.8108108108108","211.25","99998.5","548","12","2","7","3"
,"80.78260869565217","89.44594594594595","210","105819.5","742","12","1","7","4","67.97142857142858","75.91891891891892","216","100002.5","427","12","2","7","3","68.56338028169014","74.29729729729729","211","100002.5","392","12","2","7","3","74.68055555555556","78.47297297297297","216","100002.5","441","12","2","7","3","88.21428571428571","94.86486486486487","212.25","100008","548","12","2","7","3"
,"80.78260869565217","89.51351351351352","211","105828","742","12","1","7","4","67.97142857142858","75.97297297297297","217","100012","427","12","2","7","3","68.56338028169014","74.33783783783784","212","100012","392","12","2","7","3","74.68055555555556","78.5","217","100012","441","12","2","7","3","88.21428571428571","94.91891891891892","213.25","100017.5","548","12","2","7","3"
,"80.78260869565217","89.58108108108108","212","105836.5","742","12","1","7","4","67.97142857142858","76.02702702702703","218","100021.5","427","12","2","7","3","68.56338028169014","74.37837837837837","213","100021.5","392","12","2","7","3","74.68055555555556","78.52702702702703","218","100021.5","441","12","2","7","3","88.21428571428571","94.97297297297297","214.25","100027","548","12","2","7","3"
,"80.78260869565217","89.64864864864865","213","105845","742","12","1","7","4","67.97142857142858","76.08108108108108","219","100031","427","12","2","7","3","68.56338028169014","74.41891891891892","214","100031","392","12","2","7","3","74.68055555555556","78.55405405405405","219","100031","441","12","2","7","3","88.21428571428571","95.02702702702703","215.25","100036.5","548","12","2","7","3"
,"80.78260869565217","89.71621621621621","214","105853.5","742","12","1","7","4","67.97142857142858","76.13513513513513","220","100040.5","427","12","2","7","3","68.56338028169014","74.45945945945945","215","100040.5","392","12","2","7","3","74.68055555555556","78.58108108108108","220","100040.5","441","12","2","7","3","88.21428571428571","95.08108108108108","216.25","100046","548","12","2","7","3"
,"86.16666666666667","89.78378378378379","221","105862","742","12","1","7","4","67.97142857142858","76.1891891891892","221","100050","427","12","2","7","3","70.66666666666667","74.5","213.5","100050","392","12","2","7","3","74.68055555555556","78.60810810810811","221","100050","441","12","2","7","3","90.07042253521126","95.13513513513513","216","100055.5","548","12","2","7","3"
,"86.16666666666667","89.8108108108108","222","105870.5","742","12","1","7","4","67.97142857142858","76.24324324324324","222","100059.5","427","12","2","7","3","70.66666666666667","74.52702702702703","214.5","100059.5","392","12","2","7","3","74.68055555555556","78.63513513513513","222","100059.5","441","12","2","7","3","90.07042253521126","95.17567567567568","217","100065","548","12","2","7","3"
,"86.16666666666667","89.83783783783784","223","105879","742","12","1","7","4","67.97142857142858","76.29729729729729","223","100069","427","12","2","7","3","70.66666666666667","74.55405405405405","215.5","100069","392","12","2","7","3","74.68055555555556","78.66216216216216","223","100069","441","12","2","7","3","90.07042253521126","95.21621621621621","218","100074.5","548","12","2","7","3"
,"86.16666666666667","89.86486486486487","224","105887.5","742","12","1","7","4","67.97142857142858","76.35135135135135","224","100078.5","427","12","2","7","3","70.66666666666667","74.58108108108108","216.5","100078.5","392","12","2","7","3","74.68055555555556","78.6891891891892","224","100078.5","441","12","2","7","3","90.07042253521126","95.25675675675676","219","100084","548","12","2","7","3"
,"86.16666666666667","89.89189189189189","225","105896","742","12","1","7","4","67.97142857142858","76.4054054054054","225","100088","427","12","2","7","3","70.66666666666667","74.60810810810811","217.5","100088","392","12","2","7","3","74.68055555555556","78.71621621621621","225","100088","441","12","2","7","3","90.07042253521126","95.29729729729729","220","100093.5","548","12","2","7","3"
,"86.16666666666667","89.91891891891892","226","105904.5","742","12","1","7","4","67.97142857142858","76.45945945945945","226","100097.5","427","12","2","7","3","70.66666666666667","74.63513513513513","218.5","100097.5","392","12","2","7","3","74.68055555555556","78.74324324324324","226","100097.5","441","12","2","7","3","90.07042253521126","95.33783783783784","221","100103","548","12","2","7","3"
,"86.16666666666667","89.94594594594595","227","105913","742","12","1","7","4","67.97142857142858","76.51351351351352","227","100107","427","12","2","7","3","70.66666666666667","74.66216216216216","219.5","100107","392","12","2","7","3","74.68055555555556","78.77027027027027","227","100107","441","12","2","7","3","90.07042253521126","95.37837837837837","222","100112.5","548","12","2","7","3"
,"86.16666666666667","89.97297297297297","228","105921.5","742","12","1","7","4","67.97142857142858","76.56756756756756","228","100116.5","427","12","2","7","3","70.66666666666667","74.6891891891892","220.5","100116.5","392","12","2","7","3","74.68055555555556","78.79729729729729","228","100116.5","441","12","2","7","3","90.07042253521126","95.41891891891892","223","100122","548","12","2","7","3"
,"86.16666666666667","90","229","105930","742","12","1","7","4","67.97142857142858","76.62162162162163","229","100126","427","12","2","7","3","70.66666666666667","74.71621621621621","221.5","100126","392","12","2","7","3","74.68055555555556","78.82432432432432","229","100126","441","12","2","7","3","90.07042253521126","95.45945945945945","224","100131.5","548","12","2","7","3"
,"86.16666666666667","90.02702702702703","230","105938.5","742","12","1","7","4","67.97142857142858","76.67567567567568","230","100135.5","427","12","2","7","3","70.66666666666667","74.74324324324324","222.5","100135.5","392","12","2","7","3","74.68055555555556","78.85135135135135","230","100135.5","441","12","2","7","3","90.07042253521126","95.5","225","100141","548","12","2","7","3"
,"86.16666666666667","90.05405405405405","231","105947","742","12","1","7","4","67.97142857142858","76.72972972972973","231","100145","427","12","2","7","3","70.66666666666667","74.77027027027027","223.5","100145","392","12","2","7","3","76.8082191780822","78.87837837837837","231","100145","441","12","2","7","3","90.07042253521126","95.54054054054055","226","100150.5","548","12","2","7","3"
,"86.16666666666667","90.08108108108108","232","105955.5","742","12","1","7","4","70.26760563380282","76.78378378378379","232","100154.5","427","12","2","7","3","70.66666666666667","74.79729729729729","224.5","100154.5","392","12","2","7","3","76.8082191780822","78.89189189189189","232","100154.5","441","12","2","7","3","91.81944444444444","95.58108108108108","232","100160","548","12","2","7","3"
,"86.16666666666667","90.10810810810811","233","105964","742","12","1","7","4","70.26760563380282","76.82432432432432","233","100164","427","12","2","7","3","70.66666666666667","74.82432432432432","225.5","100164","392","12","2","7","3","76.8082191780822","78.9054054054054","233","100164","441","12","2","7","3","91.81944444444444","95.60810810810811","233","100169.5","548","12","2","7","3"
,"86.16666666666667","90.13513513513513","234","105972.5","742","12","1","7","4","70.26760563380282","76.86486486486487","234","100173.5","427","12","2","7","3","70.66666666666667","74.85135135135135","226.5","100173.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100173.5","441","12","2","7","3","91.81944444444444","95.63513513513513","234","100179","548","12","2","7","3"
,"86.16666666666667","90.16216216216216","235","105981","742","12","1","7","4","72.54166666666667","76.9054054054054","235","100183","427","12","2","7","3","70.66666666666667","74.87837837837837","227.5","100183","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100183","441","12","2","7","3","91.81944444444444","95.66216216216216","235","100188.5","548","12","2","7","3"
,"86.16666666666667","90.1891891891892","236","105989.5","742","12","1","7","4","72.54166666666667","76.93243243243244","236","100192.5","427","12","2","7","3","70.66666666666667","74.9054054054054","228.5","100192.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100192.5","441","12","2","7","3","91.81944444444444","95.6891891891892","236","100198","548","12","2","7","3"
,"86.16666666666667","90.21621621621621","237","105998","742","12","1","7","4","72.54166666666667","76.95945945945945","237","100202","427","12","2","7","3","70.66666666666667","74.93243243243244","229.5","100202","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100202","441","12","2","7","3","91.81944444444444","95.71621621621621","237","100207.5","548","12","2","7","3"
,"86.16666666666667","90.24324324324324","238","106006.5","742","12","1","7","4","72.54166666666667","76.98648648648648","238","100211.5","427","12","2","7","3","70.66666666666667","74.95945945945945","230.5","100211.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100211.5","441","12","2","7","3","91.81944444444444","95.74324324324324","238","100217","548","12","2","7","3"
,"86.16666666666667","90.27027027027027","239","106015","742","12","1","7","4","72.54166666666667","77.01351351351352","239","100221","427","12","2","7","3","70.66666666666667","74.98648648648648","231.5","100221","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100221","441","12","2","7","3","91.81944444444444","95.77027027027027","239","100226.5","548","12","2","7","3"
,"86.16666666666667","90.29729729729729","240","106023.5","742","12","1","7","4","72.54166666666667","77.04054054054055","240","100230.5","427","12","2","7","3","70.66666666666667","75.01351351351352","232.5","100230.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100230.5","441","12","2","7","3","91.81944444444444","95.79729729729729","240","100236","548","12","2","7","3"
,"86.16666666666667","90.32432432432432","241","106032","742","12","1","7","4","72.54166666666667","77.06756756756756","241","100240","427","12","2","7","3","70.66666666666667","75.04054054054055","233.5","100240","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100240","441","12","2","7","3","91.81944444444444","95.82432432432432","241","100245.5","548","12","2","7","3"
,"86.16666666666667","90.35135135135135","242","106040.5","742","12","1","7","4","72.54166666666667","77.0945945945946","242","100249.5","427","12","2","7","3","70.66666666666667","75.06756756756756","234.5","100249.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100249.5","441","12","2","7","3","91.81944444444444","95.85135135135135","242","100255","548","12","2","7","3"
,"86.16666666666667","90.37837837837837","243","106049","742","12","1","7","4","72.54166666666667","77.12162162162163","243","100259","427","12","2","7","3","70.66666666666667","75.0945945945946","235.5","100259","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100259","441","12","2","7","3","91.81944444444444","95.87837837837837","243","100264.5","548","12","2","7","3"
,"86.16666666666667","90.4054054054054","244","106057.5","742","12","1","7","4","72.54166666666667","77.14864864864865","244","100268.5","427","12","2","7","3","70.66666666666667","75.12162162162163","236.5","100268.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100268.5","441","12","2","7","3","91.81944444444444","95.9054054054054","244","100274","548","12","2","7","3"
,"86.16666666666667","90.43243243243244","245","106066","742","12","1","7","4","72.54166666666667","77.17567567567568","245","100278","427","12","2","7","3","70.66666666666667","75.14864864864865","237.5","100278","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100278","441","12","2","7","3","91.81944444444444","95.93243243243244","245","100283.5","548","12","2","7","3"
,"86.16666666666667","90.45945945945945","246","106074.5","742","12","1","7","4","72.54166666666667","77.20270270270271","246","100287.5","427","12","2","7","3","70.66666666666667","75.17567567567568","238.5","100287.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100287.5","441","12","2","7","3","91.81944444444444","95.95945945945945","246","100293","548","12","2","7","3"
,"86.16666666666667","90.48648648648648","247","106083","742","12","1","7","4","72.54166666666667","77.22972972972973","247","100297","427","12","2","7","3","70.66666666666667","75.20270270270271","239.5","100297","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100297","441","12","2","7","3","91.81944444444444","95.98648648648648","247","100302.5","548","12","2","7","3"
,"86.16666666666667","90.51351351351352","248","106091.5","742","12","1","7","4","72.54166666666667","77.25675675675676","248","100306.5","427","12","2","7","3","70.66666666666667","75.22972972972973","240.5","100306.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100306.5","441","12","2","7","3","91.81944444444444","96.01351351351352","248","100312","548","12","2","7","3"
,"86.16666666666667","90.54054054054055","249","106100","742","12","1","7","4","72.54166666666667","77.28378378378379","249","100316","427","12","2","7","3","70.66666666666667","75.25675675675676","241.5","100316","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100316","441","12","2","7","3","91.81944444444444","96.04054054054055","249","100321.5","548","12","2","7","3"
,"86.16666666666667","90.56756756756756","250","106108.5","742","12","1","7","4","72.54166666666667","77.3108108108108","250","100325.5","427","12","2","7","3","70.66666666666667","75.28378378378379","242.5","100325.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100325.5","441","12","2","7","3","91.81944444444444","96.06756756756756","250","100331","548","12","2","7","3"
,"86.16666666666667","90.5945945945946","251","106117","742","12","1","7","4","72.54166666666667","77.33783783783784","251","100335","427","12","2","7","3","70.66666666666667","75.3108108108108","243.5","100335","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100335","441","12","2","7","3","91.81944444444444","96.0945945945946","251","100340.5","548","12","2","7","3"
,"86.16666666666667","90.62162162162163","252","106125.5","742","12","1","7","4","72.54166666666667","77.36486486486487","252","100344.5","427","12","2","7","3","70.66666666666667","75.33783783783784","244.5","100344.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100344.5","441","12","2","7","3","91.81944444444444","96.12162162162163","252","100350","548","12","2","7","3"
,"86.16666666666667","90.64864864864865","253","106134","742","12","1","7","4","72.54166666666667","77.39189189189189","253","100354","427","12","2","7","3","70.66666666666667","75.36486486486487","245.5","100354","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100354","441","12","2","7","3","91.81944444444444","96.14864864864865","253","100359.5","548","12","2","7","3"
,"86.16666666666667","90.67567567567568","254","106142.5","742","12","1","7","4","72.54166666666667","77.41891891891892","254","100363.5","427","12","2","7","3","70.66666666666667","75.39189189189189","246.5","100363.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100363.5","441","12","2","7","3","91.81944444444444","96.17567567567568","254","100369","548","12","2","7","3"
,"86.16666666666667","90.70270270270271","255","106151","742","12","1","7","4","72.54166666666667","77.44594594594595","255","100373","427","12","2","7","3","70.66666666666667","75.41891891891892","247.5","100373","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100373","441","12","2","7","3","91.81944444444444","96.20270270270271","255","100378.5","548","12","2","7","3"
,"86.16666666666667","90.72972972972973","256","106159.5","742","12","1","7","4","72.54166666666667","77.47297297297297","256","100382.5","427","12","2","7","3","70.66666666666667","75.44594594594595","248.5","100382.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100382.5","441","12","2","7","3","91.81944444444444","96.22972972972973","256","100388","548","12","2","7","3"
,"86.16666666666667","90.75675675675676","257","106168","742","12","1","7","4","72.54166666666667","77.5","257","100392","427","12","2","7","3","70.66666666666667","75.47297297297297","249.5","100392","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100392","441","12","2","7","3","91.81944444444444","96.25675675675676","257","100397.5","548","12","2","7","3"
,"86.16666666666667","90.78378378378379","258","106176.5","742","12","1","7","4","72.54166666666667","77.52702702702703","258","100401.5","427","12","2","7","3","70.66666666666667","75.5","250.5","100401.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100401.5","441","12","2","7","3","91.81944444444444","96.28378378378379","258","100407","548","12","2","7","3"
,"86.16666666666667","90.8108108108108","259","106185","742","12","1","7","4","72.54166666666667","77.55405405405405","259","100411","427","12","2","7","3","70.66666666666667","75.52702702702703","251.5","100411","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100411","441","12","2","7","3","91.81944444444444","96.3108108108108","259","100416.5","548","12","2","7","3"
,"86.16666666666667","90.83783783783784","260","106193.5","742","12","1","7","4","72.54166666666667","77.58108108108108","260","100420.5","427","12","2","7","3","70.66666666666667","75.55405405405405","252.5","100420.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100420.5","441","12","2","7","3","91.81944444444444","96.33783783783784","260","100426","548","12","2","7","3"
,"86.16666666666667","90.86486486486487","261","106202","742","12","1","7","4","72.54166666666667","77.60810810810811","261","100430","427","12","2","7","3","70.66666666666667","75.58108108108108","253.5","100430","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100430","441","12","2","7","3","91.81944444444444","96.36486486486487","261","100435.5","548","12","2","7","3"
,"86.16666666666667","90.89189189189189","262","106210.5","742","12","1","7","4","72.54166666666667","77.63513513513513","262","100439.5","427","12","2","7","3","70.66666666666667","75.60810810810811","254.5","100439.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100439.5","441","12","2","7","3","91.81944444444444","96.39189189189189","262","100445","548","12","2","7","3"
,"86.16666666666667","90.91891891891892","263","106219","742","12","1","7","4","72.54166666666667","77.66216216216216","263","100449","427","12","2","7","3","70.66666666666667","75.63513513513513","255.5","100449","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100449","441","12","2","7","3","91.81944444444444","96.41891891891892","263","100454.5","548","12","2","7","3"
,"86.16666666666667","90.94594594594595","264","106227.5","742","12","1","7","4","72.54166666666667","77.6891891891892","264","100458.5","427","12","2","7","3","70.66666666666667","75.66216216216216","256.5","100458.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100458.5","441","12","2","7","3","91.81944444444444","96.44594594594595","264","100464","548","12","2","7","3"
,"86.16666666666667","90.97297297297297","265","106236","742","12","1","7","4","72.54166666666667","77.71621621621621","265","100468","427","12","2","7","3","70.66666666666667","75.6891891891892","257.5","100468","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100468","441","12","2","7","3","91.81944444444444","96.47297297297297","265","100473.5","548","12","2","7","3"
,"86.16666666666667","91","266","106244.5","742","12","1","7","4","72.54166666666667","77.74324324324324","266","100477.5","427","12","2","7","3","70.66666666666667","75.71621621621621","258.5","100477.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100477.5","441","12","2","7","3","91.81944444444444","96.5","266","100483","548","12","2","7","3"
,"86.16666666666667","91.02702702702703","267","106253","742","12","1","7","4","72.54166666666667","77.77027027027027","267","100487","427","12","2","7","3","70.66666666666667","75.74324324324324","259.5","100487","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100487","441","12","2","7","3","91.81944444444444","96.52702702702703","267","100492.5","548","12","2","7","3"
,"86.16666666666667","91.05405405405405","268","106260","753","12","1","7","4","72.54166666666667","77.79729729729729","268","100496.5","427","12","2","7","3","70.66666666666667","75.77027027027027","260.5","100496.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100496.5","441","12","2","7","3","91.81944444444444","96.55405405405405","268","100502","548","12","2","7","3"
,"86.16666666666667","91.08108108108108","269","106267","753","12","0","7","5","72.54166666666667","77.82432432432432","269","100506","427","12","2","7","3","70.66666666666667","75.79729729729729","261.5","100506","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100506","441","12","2","7","3","91.81944444444444","96.58108108108108","269","100511.5","548","12","2","7","3"
,"86.16666666666667","91.10810810810811","270","106274","753","12","0","7","5","72.54166666666667","77.85135135135135","270","100515.5","427","12","2","7","3","70.66666666666667","75.82432432432432","262.5","100515.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100515.5","441","12","2","7","3","91.81944444444444","96.60810810810811","270","100521","548","12","2","7","3"
,"86.16666666666667","91.13513513513513","271","106281","753","12","0","7","5","72.54166666666667","77.87837837837837","271","100525","427","12","2","7","3","70.66666666666667","75.85135135135135","263.5","100525","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100525","441","12","2","7","3","91.81944444444444","96.63513513513513","271","100530.5","548","12","2","7","3"
,"86.16666666666667","91.16216216216216","272","106288","753","12","0","7","5","72.54166666666667","77.9054054054054","272","100534.5","427","12","2","7","3","70.66666666666667","75.87837837837837","264.5","100534.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100534.5","441","12","2","7","3","91.81944444444444","96.66216216216216","272","100540","548","12","2","7","3"
,"86.16666666666667","91.1891891891892","273","106295","753","12","0","7","5","77.93243243243244","77.93243243243244","272","100544","427","12","2","7","3","70.66666666666667","75.9054054054054","265.5","100544","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100544","441","12","2","7","3","91.81944444444444","96.6891891891892","273","100549.5","548","12","2","7","3"
,"86.16666666666667","91.21621621621621","274","106302","753","12","0","7","5","77.93243243243244","77.93243243243244","272","100553.5","427","12","2","7","3","70.66666666666667","75.93243243243244","266.5","100553.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100553.5","441","12","2","7","3","91.81944444444444","96.71621621621621","274","100559","548","12","2","7","3"
,"86.16666666666667","91.24324324324324","275","106309","753","12","0","7","5","77.93243243243244","77.93243243243244","272","100563","427","12","2","7","3","70.66666666666667","75.95945945945945","267.5","100563","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100563","441","12","2","7","3","91.81944444444444","96.74324324324324","275","100568.5","548","12","2","7","3"
,"86.16666666666667","91.27027027027027","276","106316","753","12","0","7","5","77.93243243243244","77.93243243243244","272","100572.5","427","12","2","7","3","70.66666666666667","75.98648648648648","268.5","100572.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100572.5","441","12","2","7","3","91.81944444444444","96.77027027027027","276","100578","548","12","2","7","3"
,"86.16666666666667","91.29729729729729","277","106323","753","12","0","7","5","77.93243243243244","77.93243243243244","272","100582","427","12","2","7","3","70.66666666666667","76.01351351351352","269.5","100582","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100582","441","12","2","7","3","91.81944444444444","96.79729729729729","277","100587.5","548","12","2","7","3"
,"86.16666666666667","91.32432432432432","278","106330","753","12","0","7","5","77.93243243243244","77.93243243243244","272","100591.5","427","12","2","7","3","70.66666666666667","76.04054054054055","270.5","100591.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100591.5","441","12","2","7","3","91.81944444444444","96.82432432432432","278","100597","548","12","2","7","3"
,"86.16666666666667","91.35135135135135","279","106337","753","12","0","7","5","77.93243243243244","77.93243243243244","272","100601","427","12","2","7","3","70.66666666666667","76.06756756756756","271.5","100601","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100601","441","12","2","7","3","91.81944444444444","96.85135135135135","279","100606.5","548","12","2","7","3"
,"86.16666666666667","91.37837837837837","280","106344","753","12","0","7","5","77.93243243243244","77.93243243243244","272","100610.5","427","12","2","7","3","70.66666666666667","76.0945945945946","272.5","100610.5","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100610.5","441","12","2","7","3","91.81944444444444","96.87837837837837","280","100616","548","12","2","7","3"
,"86.16666666666667","91.4054054054054","281","106351","753","12","0","7","5","77.93243243243244","77.93243243243244","272","100620","427","12","2","7","3","70.66666666666667","76.12162162162163","273.5","100620","392","12","2","7","3","78.91891891891892","78.91891891891892","233","100620","441","12","2","7","3","91.81944444444444","96.9054054054054","281","100625.5","548","12","2","7","3"
