"[all run data]","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle","average_travelling_time","final_average_travelling_time","average_travelling_time_remaining","expenses","number_of_messages","count buses","total_flexbus","total_fixedbus","total_idle"
,"50.14717290765329","51.22753128555176","61.65061808718282","809488","86719","60","11","18","31","45.95106968862529","45.64645653483236","41.11538461538461","806535","51507","69","47","16","6","46.51560840942875","46.44187914073479","46.16544117647059","857093.5","48332","73","54","14","5","48.9962910128388","49.191460884695175","53.15601300108342","924720.5","45471","83","63","15","5","48.347601893056435","48.312052466037606","48.67175572519084","902463","41451","87","67","15","5"
,"50.24232513194083","51.330388810814426","62.15436241610738","809535.5","86732","60","11","18","31","45.91841048404143","45.69865488857659","42.54","806624","51516","69","47","16","6","46.48187407250371","46.49648664926722","47.75757575757576","857190","48338","73","54","14","5","48.971243504875794","49.253228936625845","54.68456375838926","924827","45480","83","63","15","5","48.38625975669784","48.36465234557987","48.93905817174515","902570","41454","87","67","15","5"
,"50.22646272646273","51.43010105065917","63.42033898305085","809583","87120","60","11","18","31","45.9092700781305","45.74884561333066","43.65217391304348","806713","51532","69","47","16","6","46.44159966144731","46.54948805460751","49.549019607843135","857286.5","48364","73","54","14","5","48.95254333617505","49.31305628053269","56.16608996539792","924933.5","45502","83","63","15","5","48.35485003863173","48.41296928327645","50.58498583569405","902677","41477","87","67","15","5"
,"50.341009743135515","51.52880947600883","64.06451612903226","809629","87299","60","11","18","31","45.86330429896038","45.79809944455598","45.48514851485149","806804","51610","69","47","16","6","46.41288278775079","46.600682593856654","51.21544715447155","857383","48365","73","54","14","5","48.91897836112096","49.37107675834839","57.885613207547166","925040","45507","83","63","15","5","48.32354590049054","48.46021548551161","52.35809806835067","902784","41477","87","67","15","5"
,"50.33225188025365","51.622164224051396","65.2896451846488","809675","87300","60","10","18","32","45.829535095715585","45.84541256775748","47.17741935483871","806895","51614","69","48","16","5","46.39417803403178","46.650070267014655","52.697642163661584","857479.5","48365","73","54","14","5","48.871045367683486","49.42782573780365","60.09213759213759","925146.5","45507","83","63","15","5","48.282856543330766","48.50525329585759","54.42724458204334","902891","41477","87","67","15","5"
,"50.31791396582204","50.5178139504478","53.09471237652527","809722.5","87360","60","10","18","32","45.81227689507944","44.82905144799634","31.92079207920792","806986","51614","69","48","16","5","46.3712520188189","45.6176374452507","36.45454545454545","857576","48368","73","54","14","5","48.847334181869606","48.33719029875139","43.09090909090909","925253","45507","83","63","15","5","48.22549156324083","47.424985291233575","36.403141361256544","902998","41477","87","67","15","5"
,"50.32388663967611","50.63031967052363","54.06191588785047","809764","87596","60","11","18","31","45.7895178197065","44.89507746616984","32.92705167173252","807077","51618","69","48","16","5","46.35618072120106","45.68667058900438","37.53691275167785","857672.5","48368","73","54","14","5","48.8259057843068","48.41269529973197","44.27152899824253","925359.5","45507","83","63","15","5","48.206970919716156","47.487415833169905","37.28169014084507","903105","41480","87","67","15","5"
,"50.429658351013245","50.742237039942474","54.366707616707615","809807","87661","60","7","18","35","45.75997767234161","44.95959992155325","34.07253886010363","807168","51623","69","48","16","5","46.36356632581594","45.75485389292018","38.22571148184495","857769","48374","73","54","14","5","48.79997180716098","48.487088971693794","45.484220018034264","925466","45510","83","63","15","5","48.18269631688673","47.547754461659146","38.474090407938256","903212","41487","87","67","15","5"
,"50.427850508301034","50.84866313656273","55.391625615763544","809847","87785","60","8","18","34","45.747314827730506","45.022684186441786","35.18873826903024","807259","51629","69","48","16","5","46.32750664242763","45.82146826175067","39.54773869346734","857865.5","48377","73","54","14","5","48.763522543433915","48.5595868470942","46.875","925572.5","45516","83","63","15","5","48.15336017772841","47.60704713342486","39.79507278835386","903319","41489","87","67","15","5"
,"50.411665813902495","50.954827744002095","56.55321782178218","809885.5","89296","60","6","18","36","45.70687256538675","45.085376217559","36.384364820846905","807350","52274","69","48","16","5","46.31660960100622","45.88651369549585","40.64401622718053","857962","49689","73","54","14","5","48.744728703964014","48.63018892593319","48.10570626753976","925679","46270","83","63","15","5","48.13729707229083","47.66542459305746","40.962627406568515","903426","42554","87","67","15","5"
,"50.38916867381943","51.06046937307969","57.82330827067669","809921","90573","60","5","18","37","45.67838081375199","45.1455841014578","37.310344827586206","807441","53059","69","48","16","5","46.28299518929094","45.950970778584036","41.959119496855344","858058.5","49855","73","54","14","5","48.721696459866806","48.700071909524745","49.401162790697676","925785.5","46556","83","63","15","5","48.398066965826715","47.72314832973786","36.683497536945815","903533","42557","87","67","15","5"
,"50.414109758763935","51.16480355625286","58.7005076142132","809958","90633","60","3","18","39","45.655494771830206","45.20245799830032","38.55957943925234","807532","53063","69","48","16","5","46.246157056409544","46.01333594822514","43.375","858155","49855","73","54","14","5","48.68611810803247","48.76753611819311","50.92537313432836","925892","46556","83","63","15","5","48.357733664185275","47.776230633457544","38.08365019011407","903640","42563","87","67","15","5"
,"50.40887561028929","51.267830293521605","59.7566709021601","809996.5","90716","60","4","18","38","45.63541378355937","45.25841668300974","39.81065088757396","807623","53087","69","48","16","5","46.2018456841521","46.07347845982873","44.983050847457626","858251.5","49878","73","54","14","5","48.658025295227446","48.8332352748905","52.3762677484787","925998.5","46574","83","63","15","5","48.31471033438833","47.82780937438714","39.55307994757536","903747","42582","87","67","15","5"
,"50.40887561028929","51.37072628619991","60.7566709021601","810048.5","91265","60","5","18","37","45.61226883797958","45.313656272471725","40.93788819875776","807714","53098","69","48","16","5","46.165639498649675","46.131332941099565","46.552570093457945","858348","49885","73","54","14","5","48.61054978747126","48.89769235797869","54.25369978858351","926105","46581","83","63","15","5","48.272271447214784","47.87768843564098","41.09349593495935","903854","42591","87","67","15","5"
,"50.418320610687026","51.47362227887821","61.88715953307393","810100.5","91269","60","14","18","28","45.55323102332943","45.36628097012486","42.819843342036556","807805","53103","69","48","16","5","46.13755186721992","46.18729162580898","48.04659498207885","858444.5","49888","73","54","14","5","48.58511304347826","48.959534549258024","55.797180043383946","926211.5","46584","83","63","15","5","48.22908093278463","47.92593318951428","42.76150627615063","903961","42591","87","67","15","5"
,"50.42770952969397","51.574426358109434","62.81818181818182","810149.5","91398","60","14","18","28","45.532357790601814","45.41635614826436","44.13765182186235","807896","53105","69","48","16","5","46.105404845723754","46.2420082369092","49.68518518518518","858541","49890","73","54","14","5","48.54952076677316","49.01980780545205","57.55172413793103","926318","46584","83","63","15","5","48.19782176861429","47.972805125187946","44.26647564469914","904068","42594","87","67","15","5"
,"50.444388087819725","51.675099692750216","64.02874331550802","810192.5","91638","60","12","18","30","45.54438356164383","45.46479701902334","44.79770444763271","807987","53109","69","48","16","5","46.0827709681862","46.29495979603844","51.270967741935486","858637.5","49894","73","54","14","5","48.51042893770355","49.078577498855985","59.546189376443415","926424.5","46584","83","63","15","5","48.16740781282069","48.018434987252405","45.81617647058823","904175","42594","87","67","15","5"
,"50.4745995093087","51.77289664640126","65.27588603196665","810231","91815","60","8","18","34","45.492663618371665","45.51036150879257","46.91304347826087","808078","53109","69","48","16","5","46.061876933654176","46.34562332483493","52.83377659574468","858734","49894","73","54","14","5","48.49297529240778","49.13518990651762","61.07783018867924","926531","46584","83","63","15","5","48.124385917030565","48.06288814800288","47.656786271450855","904282","42594","87","67","15","5"
,"50.47189551915723","51.86696737922468","66.31223922114047","810268","91876","60","5","18","37","45.48481954015146","45.55246126691508","48.1015625","808169","53114","69","48","16","5","46.05112699285321","46.39478329084134","54.10738255033557","858830.5","49898","73","54","14","5","48.456163344140165","49.19062561286527","63.5","926637.5","46585","83","63","15","5","48.109315330060014","48.10479178923972","49","904389","42595","87","67","15","5"
,"50.577910404832096","51.96097273975289","66.79856115107914","810301","93783","60","4","18","38","45.45802721088435","45.594299535856706","49.949748743718594","808260","54659","69","48","16","5","46.25776227602243","46.4434856507812","51.46666666666667","858927","51786","73","54","14","5","48.445739106453395","49.242923449042294","64.8234552332913","926744","48427","83","63","15","5","48.084587618334126","48.1461724521148","50.618892508143325","904496","43908","87","67","15","5"
,"50.55849002440075","50.54831132554596","51.47029702970297","810334","94786","60","2","17","41","45.4360943126996","44.31519807008634","29.3768115942029","808351","55309","69","48","16","5","46.247935576332495","45.144807008633826","31.43676069153776","859023.5","52018","73","54","14","5","48.42691830830693","47.87087353986795","42.3290113452188","926850.5","48433","83","63","15","5","48.05039102346141","46.79443880142204","30.154727793696274","904603","44235","87","67","15","5"
,"50.74934074549213","50.663725241239206","50.965717606043","810367","94788","60","2","17","41","45.42237458421017","44.38090401218893","30.354554358472086","808442","55315","69","48","16","5","46.23739094874591","45.21457592686643","32.31944444444444","859120","52022","73","54","14","5","48.42430908840918","47.94921279837481","43.21890547263681","926957","48440","83","63","15","5","48.03959521869057","46.86090655154901","30.97859922178988","904710","44245","87","67","15","5"
,"51.0551426346712","50.7729812087354","49.32","810400","94812","60","2","17","41","45.39894301781963","44.44572117826308","31.27794561933535","808533","55352","69","48","16","5","46.2080157866086","45.28313864906044","33.41193181818182","859216.5","52056","73","54","14","5","48.40468503125644","48.02577450482478","44.41004184100419","927063.5","48471","83","63","15","5","48.00963038318074","46.92616810563738","32.061569016881826","904817","44274","87","67","15","5"
,"51.05193886215681","50.87614271203657","50.342592592592595","810443.5","95237","60","2","17","41","45.43073593073593","44.50876079228035","31.427685950413224","808624","55358","69","48","16","5","46.20099171308246","45.350177755205685","34.189320388349515","859313","52059","73","54","14","5","48.435104052573934","48.101637887252416","44.84353146853147","927170","48481","83","63","15","5","47.97104978354978","46.99009649568309","33.00826446280992","904924","44282","87","67","15","5"
,"51.04952596575633","50.97898679532758","51.362793572311496","810487","95243","60","9","17","34","45.41846944294213","44.57021330624683","32.5","808715","55364","69","48","16","5","46.194423716165794","45.41556627729812","35.0593471810089","859409.5","52059","73","54","14","5","48.38498326159732","48.17426358557643","46.408071748878925","927276.5","48481","83","63","15","5","47.93980136477265","47.05154900964957","34.22712933753943","905031","44282","87","67","15","5"
,"51.04513299377476","51.08170391061452","52.40160891089109","810532","95304","60","9","17","34","45.411740863338515","44.63115794819706","33.45521601685985","808806","55366","69","48","16","5","46.1590062952684","45.47974860335196","36.229826353421856","859506","52063","73","54","14","5","48.35691888207226","48.245048247841545","47.728280961182996","927383","48482","83","63","15","5","47.90508931580721","47.111922295581515","35.280261723009815","905138","44287","87","67","15","5"
,"51.04933908249099","51.18429405789741","53.373831775700936","810577","95304","60","10","17","33","45.374882027774035","44.691404266124934","34.64705882352941","808897","55373","69","48","16","5","46.14720983650858","45.54189944134078","37.11052631578947","859602.5","52065","73","54","14","5","48.315664126292866","48.313737938039615","49.28693181818182","927489.5","48484","83","63","15","5","47.87610261935223","47.17013712544439","36.5338512763596","905245","44291","87","67","15","5"
,"51.04002541296061","51.28618588115795","54.484867591424965","810622","95309","60","10","17","33","45.32916246215944","44.749682579989845","36.03833145434047","808988","55373","69","48","16","5","46.142268737339634","45.60220924327069","38.111464968152866","859699","52067","73","54","14","5","48.29622077215878","48.38077704418487","50.57692307692308","927596","48494","83","63","15","5","47.83317650221804","47.22733621127476","37.9141876430206","905352","44291","87","67","15","5"
,"51.01988576264015","51.38687150837989","55.6995544239338","810668.5","95374","60","10","17","33","45.28657799274486","44.805992889791774","37.545034642032334","809079","55373","69","48","16","5","46.12079314763607","45.66201117318436","39.30810810810811","859795.5","52071","73","54","14","5","48.270134456064106","48.44680040629761","51.98245614035088","927702.5","48497","83","63","15","5","47.80301810865191","47.28282122905028","39.07125890736342","905459","44291","87","67","15","5"
,"51.00739853438557","51.48660487557136","56.84615384615385","810713.5","97015","60","11","17","32","45.261035824500205","44.86097003555104","38.812056737588655","809170","56061","69","48","16","5","46.10535162027699","45.72073387506349","40.20501138952164","859892","52816","73","54","14","5","48.47539987851792","48.51193499238192","50.09090909090909","927809","49003","83","63","15","5","47.7736531760922","47.336274758760794","40.45289855072464","905566","44641","87","67","15","5"
,"50.995141187240336","51.585639918740476","57.992263056092845","810758.5","97357","60","10","17","33","45.23213448529904","44.91467750126968","40.14129110840439","809261","56893","69","48","16","5","46.08953519613111","45.77647282884713","41.38194444444444","859988.5","53184","73","54","14","5","48.440026954177895","48.57129253428136","51.70723684210526","927915.5","49469","83","63","15","5","47.71025726695623","47.388839512442864","42.27700127064803","905673","45285","87","67","15","5"
,"50.98247712878255","51.684103605891316","59.14980544747082","810803.5","97358","60","10","17","33","45.20127047810097","44.96679786693753","41.56712672521957","809352","56896","69","48","16","5","46.06288549208903","45.83132300660234","42.69976076555024","860085","53187","73","54","14","5","48.41138091074191","48.629189944134076","53.28813559322034","928022","49471","83","63","15","5","47.664598759255554","47.43880142204164","43.990801576872535","905780","45286","87","67","15","5"
,"50.99936775553214","51.78199593702387","60.12590639419908","810852.5","97674","60","10","17","33","45.176384158151336","45.01739461655663","42.9614890885751","809443","56915","69","48","16","5","46.044074371321564","45.88439563230066","43.9","860181.5","53201","73","54","14","5","48.44102667202788","48.685373285931945","54.07831325301205","928128.5","49492","83","63","15","5","47.64068745003997","47.48711274758761","45.37162162162162","905887","45311","87","67","15","5"
,"50.99020088192063","51.87830116810564","61.539249146757676","810900","97742","60","14","16","30","45.156191619962634","45.06684865413916","44.31413612565445","809534","56927","69","48","16","5","45.99833166499833","45.93518283392585","45.70143415906128","860278","53211","73","54","14","5","48.39187654485938","48.73806500761808","56.35632183908046","928235","49505","83","63","15","5","47.600744779890945","47.53409090909091","47.13025210084034","905994","45324","87","67","15","5"
,"51.00195285255963","51.971305231081764","62.800565770862804","810949","97808","60","13","16","31","45.10357451907076","45.11535043169121","46.358024691358025","809625","56930","69","48","16","5","45.95715806279936","45.983875063484","47.541666666666664","860374.5","53215","73","54","14","5","48.335510965935605","48.78777298120873","58.82157123834887","928341.5","49507","83","63","15","5","47.53764082173625","47.57941848654139","49.531722054380666","906101","45326","87","67","15","5"
,"51.013014127635884","50.17535487028879","45.08101265822785","810998","97808","60","14","16","30","45.077495679914925","43.52581987273617","26.53929121725732","809716","56932","69","48","16","5","45.94548959649006","44.36233480176212","27.056879323597233","860471","53215","73","54","14","5","48.3448275862069","47.06656877141459","33.54160363086233","928448","49507","83","63","15","5","47.50367039216983","45.89653695545766","27.026165167620604","906208","45326","87","67","15","5"
,"51.05943958940214","50.29619432207538","45.58255451713396","811045.5","97867","60","14","16","30","45.05544488711819","43.60523739598629","27.595794392523363","809807","56932","69","48","16","5","45.93076260518121","44.44193587860989","27.479616306954437","860567.5","53215","73","54","14","5","48.30113598618215","47.14745472344591","34.69558481797056","928554.5","49507","83","63","15","5","47.47889835545869","45.97136563876652","27.997506234413965","906315","45326","87","67","15","5"
,"51.06249566964595","50.41403573176701","46.51648351648352","811094.5","97934","60","13","16","31","45.022531477799866","43.683798335780715","28.574162679425836","809898","56932","69","48","16","5","45.91834437086093","44.51847772883015","28.526527331189712","860664","53215","73","54","14","5","48.277283590015934","47.22644395496818","35.859375","928661","49507","83","63","15","5","47.45461142630954","46.04497063142438","29.02866779089376","906422","45326","87","67","15","5"
,"51.04064252579104","50.53095937347039","47.658600736454495","811143.5","97937","60","14","16","30","45.018950437317784","43.76052373959863","29.59105431309904","809989","56932","69","48","16","5","45.89958962139264","44.594591287322565","29.643203883495147","860760.5","53218","73","54","14","5","48.235118653055814","47.304760156632405","37.14785373608903","928767.5","49507","83","63","15","5","47.41238809899947","46.11753548702888","30.041666666666668","906529","45330","87","67","15","5"
,"50.99592147103553","50.64727116984826","48.96166134185304","811192.5","99389","60","14","16","30","44.995034099185595","43.83712677435145","30.74536663980661","810080","58200","69","48","16","5","45.888609770608845","44.670215369554576","30.525883319638456","860857","54604","73","54","14","5","48.212771595124536","47.38173029858052","38.32932692307692","928874","51070","83","63","15","5","47.38627257799671","46.188020068526676","30.884718498659517","906636","46250","87","67","15","5"
,"50.970991524839796","50.762175721977485","50.10704533042053","811241.5","100491","60","14","16","30","44.95109701295268","43.913056779246205","31.952970297029704","810171","59124","69","48","16","5","45.82116018457482","44.74467694566813","31.834752981260646","860953.5","55150","73","54","14","5","48.18473444010847","47.45808859520313","39.48979591836735","928980.5","51110","83","63","15","5","47.32289756353157","46.256485560450315","32.12453531598513","906743","46400","87","67","15","5"
,"50.96069929107303","50.87420460107685","51.18181818181818","811292","100553","60","14","16","30","44.932163125247456","43.987212432697014","32.95378151260504","810262","59128","69","48","16","5","45.79464755391899","44.81650758688204","32.721830985915496","861050","55154","73","54","14","5","48.159374381310634","47.53303964757709","40.56423173803527","929087","51113","83","63","15","5","47.3017410655845","46.322320117474305","33.28517823639775","906850","46400","87","67","15","5"
,"50.95486445575891","50.98525452765541","52.229281767955804","811342.5","100582","60","15","16","29","44.92083058668425","44.06002202643172","33.936967632027255","810353","59168","69","48","16","5","45.749688422433586","44.88601321585903","33.905368516833484","861146.5","55186","73","54","14","5","48.10618536328305","47.60591042584435","42.075666380051594","929193.5","51148","83","63","15","5","47.271029258098224","46.38754282917279","34.27906976744186","906957","46424","87","67","15","5"
,"50.93180102915952","51.09599853157122","53.4488411531939","811399.5","100829","60","15","16","29","44.89519363534749","44.13185266764562","34.903083700440526","810444","59174","69","48","16","5","45.73176486008258","44.95325501713167","35.004608294930875","861243","55198","73","54","14","5","48.08465434453726","47.67706803720019","43.246275197195445","929300","51159","83","63","15","5","47.20366028396509","46.45068526676456","35.77272727272727","907064","46428","87","67","15","5"
,"50.9472641573878","51.20423396965247","54.410557184750736","811455","100893","60","19","16","25","44.857949323880796","44.20129711209006","36.189189189189186","810535","59175","69","48","16","5","45.71479080730701","45.019640234948604","36.10644257703081","861339.5","55198","73","54","14","5","48.03251017995534","47.74687958883994","44.856887298747765","929406.5","51159","83","63","15","5","47.179593961478396","46.51125795398923","36.98770491803279","907171","46428","87","67","15","5"
,"51.005984766050055","51.308553597650516","55.021341463414636","811510.5","100893","60","18","16","26","44.82408074981976","44.26921194322075","37.481140754369825","810626","59177","69","48","16","5","45.67677824267783","45.08516886930984","37.45038167938932","861436","55198","73","54","14","5","47.99199737618891","47.81528389623103","46.363967242948135","929513","51159","83","63","15","5","47.14148307012413","46.5709740577582","38.39811912225705","907278","46434","87","67","15","5"
,"50.99204838928911","51.40889623103279","56.171779141104295","811552.5","101424","60","18","16","26","44.79965977492803","44.33571953010279","38.64622641509434","810717","59177","69","48","16","5","45.646117677790116","45.149290259422415","38.770126091173616","861532.5","55198","73","54","14","5","47.99234543670265","47.882525697503674","47.29745042492918","929619.5","51160","83","63","15","5","47.087878591348336","46.629527655408715","39.98918918918919","907385","46437","87","67","15","5"
,"50.97009155645981","51.50862701908957","57.47467166979362","811591.5","101542","60","9","16","35","44.73967238791359","44.40057513460597","40.311459353574925","810808","59177","69","48","16","5","45.594291672096965","45.212371512481646","40.33967935871743","861629","55207","73","54","14","5","47.92312707830736","47.947320117474305","49.31578947368421","929726","51169","83","63","15","5","47.00226112797984","46.686123348017624","42.028901734104046","907492","46445","87","67","15","5"
,"50.950396422037","51.606461086637296","58.7069943289225","811629","101602","60","7","16","37","44.704364820846905","44.463044542339695","41.7364185110664","810899","59177","69","48","16","5","45.57579899759162","45.273433675966714","41.53822629969419","861725.5","55207","73","54","14","5","47.87125105718561","48.00893294175233","51.18396711202467","929832.5","51171","83","63","15","5","46.98882861939816","46.73904796867352","43.23076923076923","907599","46449","87","67","15","5"
,"50.926700507614214","51.70356093979442","60.01912045889102","811666.5","103108","60","6","16","38","44.701816051552434","44.523861967694565","42.73700305810397","810990","60076","69","48","16","5","45.51083149565443","45.33345570239843","43.38012958963283","861822","56005","73","54","14","5","47.829642138078846","48.06846549192364","52.95142555438226","929939","52370","83","63","15","5","46.95945336169664","46.79154429760157","44.65703971119134","907706","48040","87","67","15","5"
,"50.91156186612576","50.03025647086633","44.91651031894934","811701","104520","60","6","16","38","44.636463944960084","43.061044793759606","28.03960396039604","811081","61368","69","48","16","5","45.49540274540274","43.83973525587992","27.539242219215154","861918.5","57237","73","54","14","5","47.80997794213053","46.48256707245007","33.91445623342175","930045.5","53020","83","63","15","5","46.91380419400489","45.24240633494859","27.359011627906977","907813","48088","87","67","15","5"
,"50.903060536605096","50.15624630658315","45.85057471264368","811732.5","104643","60","4","16","40","44.60915219082188","43.15057321829571","29.08835341365462","811172","61370","69","48","16","5","45.47585493567781","43.92707717763858","28.43840330350998","862015","57237","73","54","14","5","47.77581750032312","46.571681834298545","34.703729281767956","930152","53020","83","63","15","5","46.86146936156561","45.32372060040184","28.398653702318622","907920","48088","87","67","15","5"
,"50.9213747645951","50.27963597683489","46.634371957156766","811771","105089","60","2","16","42","44.57109587268728","43.23886065476894","30.172131147540984","811263","61405","69","48","16","5","45.43759272398891","44.01294173265571","29.448202959830866","862111.5","57261","73","54","14","5","47.73686927345464","46.65725091596738","35.907303370786515","930258.5","53056","83","63","15","5","46.816657064208435","45.40273017373833","29.425826287471175","908027","48117","87","67","15","5"
,"50.91252017213556","50.401016428318165","47.69024390243902","811812.5","105210","60","7","16","37","44.50954100051573","43.325375251152344","31.29787234042553","811354","61415","69","48","16","5","45.39997422846466","44.09679706890439","30.659528907922912","862208","57279","73","54","14","5","47.70621978730261","46.74140172556435","37.10234541577825","930365","53062","83","63","15","5","46.78229726272704","45.47961233896702","30.640746500777606","908134","48125","87","67","15","5"
,"50.90828581013083","50.5221605011228","48.66881507188894","811854","105212","60","9","16","35","44.480172524784344","43.40869873537407","32.4171469740634","811445","61415","69","48","16","5","45.35866280938605","44.17958870109916","31.762984637893197","862304.5","57279","73","54","14","5","47.68034000901539","46.8245479257771","38.28427853553482","930471.5","53062","83","63","15","5","46.73666411434405","45.55560808415081","31.748","908241","48125","87","67","15","5"
,"50.92310266363271","50.641354449828626","49.515151515151516","811895.5","105215","60","9","16","35","44.468030361507786","43.490722136863255","33.44912790697674","811536","61416","69","48","16","5","45.34585983169525","44.26037111452547","32.789667896678964","862401","57285","73","54","14","5","47.66164929885501","46.90686680061459","39.37936046511628","930578","53071","83","63","15","5","46.67326669637741","45.629476421226805","33.135802469135804","908348","48130","87","67","15","5"
,"50.89525335469658","50.758361895757005","50.70303654143078","811938.5","105280","60","9","16","35","44.411372523879734","43.57203640231651","34.67573696145125","811627","61421","69","48","16","5","45.29939735863572","44.34044439191585","34.04305135951662","862497.5","57285","73","54","14","5","47.6070993003402","46.98818106606784","40.808637379002235","930684.5","53071","83","63","15","5","46.62527800724408","45.701276444864675","34.43037974683544","908455","48134","87","67","15","5"
,"50.848953472870285","50.87318283890793","52.0625","811981.5","105284","60","10","16","34","44.366973650550015","43.65021865027774","35.93545878693624","811718","61423","69","48","16","5","45.26413161769413","44.41868573454674","35.267486548808606","862594","57289","73","54","14","5","47.54966717869944","47.06754520742229","42.26425269645608","930791","53087","83","63","15","5","46.57071315372425","45.77130362841272","35.776809067131644","908562","48139","87","67","15","5"
,"50.848953472870285","50.98664460465666","53.0625","812026","105349","60","10","16","34","44.33024651935113","43.72621439546153","37.24367088607595","811809","61427","69","48","16","5","45.2244011497924","44.49556789977544","36.49013417521705","862690.5","57292","73","54","14","5","47.50322621861624","47.144250088642","43.716312056737586","930897.5","53090","83","63","15","5","46.53950867418007","45.83908521451365","37.03191489361702","908669","48143","87","67","15","5"
,"50.81387928742356","51.10010637040539","54.39297124600639","812070.5","107071","60","11","16","33","44.2752608806312","43.80091005791277","38.61940298507463","811900","62195","69","48","16","5","45.141149542217704","44.57044084623567","38.052763819095475","862787","58254","73","54","14","5","47.473482672793416","47.219241224441554","45.03990422984836","931004","53692","83","63","15","5","46.499620685295234","45.90574400189103","38.39673913043478","908776","48572","87","67","15","5"
,"50.78909308034233","51.211086160028366","55.651162790697676","812115","107785","60","11","16","33","44.231746031746034","43.8721782295237","40.0401023890785","811991","62855","69","48","16","5","45.10316805282204","44.64099988181066","39.42442356959863","862883.5","58674","73","54","14","5","47.38775510204081","47.29328684552653","47.04777870913663","931110.5","54052","83","63","15","5","46.426879213660136","45.97098451719655","40.086584205518555","908883","49067","87","67","15","5"
,"50.76359541630787","51.32035220423118","56.92602739726028","812159.5","107787","60","11","16","33","44.190777005685405","43.94143718236615","41.32692307692308","812082","62858","69","48","16","5","45.04143995950905","44.71019973998345","41.01881720430107","862980","58681","73","54","14","5","47.35392723347514","47.36378678643187","48.49616368286445","931217","54057","83","63","15","5","46.394223508683616","46.033093015010046","41.46116504854369","908990","49072","87","67","15","5"
,"50.768246007654746","51.42819997636213","58.084841628959275","812210","108054","60","11","16","33","44.15569428679531","44.00596856163574","42.774436090225564","812173","62885","69","48","16","5","45.02318822265748","44.7761493913249","42.205479452054796","863076.5","58698","73","54","14","5","47.316637078366725","47.43310483394398","50.030434782608694","931323.5","54075","83","63","15","5","46.33929019312767","46.09396052476067","43.07700205338809","909097","49096","87","67","15","5"
,"50.75065789473684","51.53267935232242","59.43554006968641","812260.5","108177","60","15","16","29","44.138908129211","44.068845290154826","44","812264","62891","69","48","16","5","44.99728740852889","44.84085805460347","43.52336448598131","863173","58713","73","54","14","5","47.274554417899125","47.50106370405389","51.75909090909091","931430","54087","83","63","15","5","46.285401688027505","46.151518733010285","44.84142394822006","909204","49097","87","67","15","5"
,"50.715280515044014","51.63444037347831","60.86470588235294","812309.5","108241","60","15","16","29","44.09997486489883","44.13036284127172","45.61011904761905","812355","62899","69","48","16","5","44.96015610247372","44.90408935114053","45.04347826086956","863269.5","58719","73","54","14","5","47.24872134874029","47.56606784068077","53.19815668202765","931536.5","54094","83","63","15","5","46.243261791864235","46.20629949178584","46.54362416107382","909311","49102","87","67","15","5"
,"50.69305500853354","50.05763622848648","46.7649667405765","812357","108421","60","14","16","30","44.07044727432407","42.75727600205844","30.234496124031008","812446","62903","69","48","16","5","44.91880690737833","43.50746183315227","30.13682864450128","863366","58723","73","54","14","5","47.21533514092944","46.0859969123449","36.09815950920245","931643","54096","83","63","15","5","46.19673764163865","44.7593916175882","29.58093903293623","909418","49106","87","67","15","5"
,"50.705008183306056","50.18657441820573","47.609756097560975","812400","108599","60","13","16","31","44.06540825285338","42.845788781519815","31.241736876215164","812537","62906","69","48","16","5","44.91898480965181","43.59688947338327","30.421581769436997","863462.5","58723","73","54","14","5","47.13682888540031","46.17919835325061","37.428388746803066","931749.5","54096","83","63","15","5","46.15912481352561","44.84098576247927","30.704496788008566","909525","49107","87","67","15","5"
,"50.713455637526934","50.31316827720281","48.49033149171271","812443","108610","60","10","16","34","44.04800050065711","42.93401566699068","32.145695364238414","812628","62911","69","48","16","5","44.87822072493606","43.682200240150955","31.551369863013697","863559","58729","73","54","14","5","47.10554685051708","46.26862599348161","38.5638852672751","931856","54104","83","63","15","5","46.12225181148201","44.921093258619706","31.46870342771982","909632","49118","87","67","15","5"
,"50.701036303200155","50.43736062667963","49.55219012115564","812484.5","108792","60","10","16","34","43.99076385421867","43.020355652124195","33.406143344709896","812719","62915","69","48","16","5","44.83263858644933","43.76568128537938","32.654661016949156","863655.5","58729","73","54","14","5","47.073153942428036","46.35633826976957","39.76540755467197","931962.5","54117","83","63","15","5","46.160234640321086","44.99782720567214","31.449768160741886","909739","49124","87","67","15","5"
,"50.6903091712133","50.5600663274058","50.60200668896321","812524.5","110614","60","9","16","35","43.96212309992524","43.10412259134313","34.51983298538622","812810","64648","69","48","16","5","44.80779978885922","43.84664646349134","33.67965367965368","863752","59305","73","54","14","5","47.031546726636684","46.44262107610498","41.07697501688049","932069","55386","83","63","15","5","46.13360473723168","45.07181657041569","32.592012529365704","909846","49825","87","67","15","5"
